ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
221	NorthMarquesan_38	husband	nort2845	1200	hahana	hahana	h a h a n a		POLLEX	315	False	13?
467	Hawaiian_52	husband	hawa1245	1200	kāne	kāne	k aː n e		71458	330	False	14
758	Rarotongan_58	husband	raro1241	1200	taane	taane	t aː n e		POLLEX	330	False	14
1005	Maori_85	husband	maor1246	1200	taane	taane	t aː n e		Biggs-85-2005	330	False	14
1289	Samoan_118	husband	samo1305	1200	tāne	tāne	t aː n e		Blust-118-2005	330	False	14
1546	Austral_128	husband	aust1304	1200	taane	taane	t aː n e		Meyer-128-2005	330	False	14
1779	TongaTongaIslands_136	husband	tong1325	1200	mali	mali	m a l i		117207	417	False	
2069	Pukapuka_152	husband	puka1242	1200	tāne	tāne	t aː n e		Salisbury-152-2005	330	False	14
2831	Tahitian_173	husband	tahi1242	1200	taane	taane	t aː n e		Clark-173-2005	330	False	14
3091	RennellBellona_206	husband	renn1242	1200	matuà	matuà	m a t u ʔ a		POLLEX	695	False	36
3375	EastFutuna_210	husband	east2447	1200	àavaga	àavaga	ʔ a a v a g a		POLLEX	288	False	13
5770	Rapanui_264	husband	rapa1244	1200	kenu	kenu	k e n u		POLLEX	986	False	
6015	VaeakauTaumako_375	husband	pile1238	1200	te matua	te matua	t e _ m a t u a		Hovdhaugen-375-2009	695	False	36
6016	VaeakauTaumako_375	husband	pile1238	1200	pengi	pengi	p e ŋ i		Hovdhaugen-375-2009	1064	False	
7391	Nukuria_1212	husband	nuku1259	1200	aavana	aavana	aː v a n a		Davletshin-1212-2015	288	False	13
18	NorthMarquesan_38	if	nort2845	1459	me	me	m e		POLLEX	907	False	5
312	Hawaiian_52	if	hawa1245	1459	inā	inā	i n aː		71458	1170	False	6?
550	Rarotongan_58	if	raro1241	1459	me	me	m e		POLLEX	907	False	5
854	Maori_85	if	maor1246	1459	me (hemea)	me	m e		Biggs-85-2005	907	False	5
1083	Samoan_118	if	samo1305	1459	'afai	'afai	ʔ a f a i		Blust-118-2005	38	False	1, 46
1084	Samoan_118	if	samo1305	1459	ʔa|na	ʔana	ʔ a n a		Blust-118-2005	1040	False	6
1375	Austral_128	if	aust1304	1459	ʔaʔiri	ʔaʔiri	ʔ a ʔ i r i	ʔia	Meyer-128-2005	311	False	
1376	Austral_128	if	aust1304	1459	mai te paʔau	mai te paʔau	m a i _ t e _ p a ʔ a u	mai te peu // mai te mea	Meyer-128-2005	1026	False	5?
1636	TongaTongaIslands_136	if	tong1325	1459	ka[pau]	ka	k a		117207	38	False	1
1868	Pukapuka_152	if	puka1242	1459	pī	pī	p iː	pē	Salisbury-152-2005	599	False	28
1869	Pukapuka_152	if	puka1242	1459	mē	mē	m eː		Salisbury-152-2005	907	False	5
2678	Tahitian_173	if	tahi1242	1459	'ia	'ia	ʔ i a		Clark-173-2005	578	False	
2912	RennellBellona_206	if	renn1242	1459	poi	poi	p o i		POLLEX	424	False	18
3177	EastFutuna_210	if	east2447	1459	kapau	kapau	k a p a u		POLLEX	38	False	1
3178	EastFutuna_210	if	east2447	1459	pee	pee	p eː		POLLEX	599	False	28
5598	Rapanui_264	if	rapa1244	1459	ana	ana	a n a		POLLEX	1040	False	6
5856	VaeakauTaumako_375	if	pile1238	1459	plā	plā	p l aː		Hovdhaugen-375-2009	1001	False	
7213	Nukuria_1212	if	nuku1259	1459	ki mee	ki mee	k i _ m eː		Davletshin-1212-2015	907	False	5
42	NorthMarquesan_38	in, inside	nort2845	1460	'oto	'oto	ʔ o t o	ioo	POLLEX	908	False	5
43	NorthMarquesan_38	in, inside	nort2845	1460	i	i	i		POLLEX	1466	False	x
338	Hawaiian_52	in, inside	hawa1245	1460	i	i	i		71458	1466	False	x
339	Hawaiian_52	in, inside	hawa1245	1460	lo|ko	loko	l o k o		71458	908	False	5
574	Rarotongan_58	in, inside	raro1241	1460	roto	roto	r o t o		POLLEX	908	False	5
880	Maori_85	in, inside	maor1246	1460	i roto	i roto	i _ r o t o		Biggs-85-2005	908	False	5
1111	Samoan_118	in, inside	samo1305	1460	loto	loto	l o t o		Blust-118-2005	908	False	5
1112	Samoan_118	in, inside	samo1305	1460	[i]totonu[o]	totonu	t o t o n u		Blust-118-2005	213	False	
1402	Austral_128	in, inside	aust1304	1460	roto	roto	r o t o		Meyer-128-2005	908	False	5
1657	TongaTongaIslands_136	in, inside	tong1325	1460	ʔi loto	ʔi loto	ʔ i _ l o t o		117207	908	False	5
1902	Pukapuka_152	in, inside	puka1242	1460	loto	loto	l o t o		Salisbury-152-2005	908	False	5
2703	Tahitian_173	in, inside	tahi1242	1460	i roto	i roto	i _ r o t o		Clark-173-2005	908	False	5
2936	RennellBellona_206	in, inside	renn1242	1460	goto	goto	g o t o		POLLEX	908	False	5
3204	EastFutuna_210	in, inside	east2447	1460	loto	loto	l o t o		POLLEX	908	False	5
5622	Rapanui_264	in, inside	rapa1244	1460	roto	roto	r o t o		POLLEX	908	False	5
5623	Rapanui_264	in, inside	rapa1244	1460	i	i	i		POLLEX	1466	False	x
5885	VaeakauTaumako_375	in, inside	pile1238	1460	i	i	i		Hovdhaugen-375-2009	1466	False	x
7238	Nukuria_1212	in, inside	nuku1259	1460	i roto	i roto	i _ r o t o	i loto	Davletshin-1212-2015	908	False	5
275	NorthMarquesan_38	intestines	nort2845	1991	koekoe	koekoe	k o e k o e		POLLEX	649	False	31
512	Hawaiian_52	intestines	hawa1245	1991	na'au	na'au	n a ʔ a u		71458	238	False	12
813	Rarotongan_58	intestines	raro1241	1991	ngaakau	ngaakau	ŋ aː k a u		POLLEX	238	False	12
1046	Maori_85	intestines	maor1246	1991	wheekau	feːkau	f eː k a u		Biggs-85-2005	238	False	12
1339	Samoan_118	intestines	samo1305	1991	ŋāʔau	ŋāʔau	ŋ aː ʔ a u		Blust-118-2005	238	False	12
1599	Austral_128	intestines	aust1304	1991	ʔaaʔau	ʔaaʔau	ʔ aː ʔ a u		Meyer-128-2005	238	False	12
1823	TongaTongaIslands_136	intestines	tong1325	1991	ŋākau	ŋākau	ŋ aː k a u		117207	238	False	12
2129	Pukapuka_152	intestines	puka1242	1991	taepili	taepili	t a e p i l i		Salisbury-152-2005	534	False	
2130	Pukapuka_152	intestines	puka1242	1991	ngākau	ngākau	ŋ aː k a u		Salisbury-152-2005	238	False	12
2875	Tahitian_173	intestines	tahi1242	1991	'aa'au	'aa'au	ʔ aː ʔ a u		Clark-173-2005	238	False	12
3141	RennellBellona_206	intestines	renn1242	1991	ɣoɣuɣoɣu	ɣoɣuɣoɣu	ɣ o ɣ u ɣ o ɣ u		POLLEX	681	False	35
3437	EastFutuna_210	intestines	east2447	1991	vāvā	vāvā	v aː v aː		POLLEX	188	False	11
3438	EastFutuna_210	intestines	east2447	1991	tina'e	tina'e	t i n a ʔ e		POLLEX	39	False	1
5816	Rapanui_264	intestines	rapa1244	1991	kokoma	kokoma	k o k o m a		POLLEX	649	False	31
6065	VaeakauTaumako_375	intestines	pile1238	1991	ngakau	ngakau	ŋ a k a u		Hovdhaugen-375-2009	238	False	12
7438	Nukuria_1212	intestines	nuku1259	1991	kaatae	kaatae	k aː t a e		Davletshin-1212-2015	238	False	12
116	NorthMarquesan_38	lake	nort2845	624	vai óto	vai óto	v a i _ ʔ o t o		POLLEX	1041	False	6
392	Hawaiian_52	lake	hawa1245	624	loko	loko	l o k o		71458	1041	False	6
649	Rarotongan_58	lake	raro1241	624	roto	roto	r o t o		POLLEX	1041	False	6
932	Maori_85	lake	maor1246	624	roto	roto	r o t o		Biggs-85-2005	1041	False	6
1194	Samoan_118	lake	samo1305	624	loto	loto	l o t o		Blust-118-2005	1041	False	6
1195	Samoan_118	lake	samo1305	624	lano	lano	l a n o		Blust-118-2005	40	False	1
1459	Austral_128	lake	aust1304	624	roto	roto	r o t o		Meyer-128-2005	1041	False	6
1707	TongaTongaIslands_136	lake	tong1325	624	ano	ano	a n o		117207	40	False	1
1971	Pukapuka_152	lake	puka1242	624	loto	loto	l o t o		Salisbury-152-2005	1041	False	6
2755	Tahitian_173	lake	tahi1242	624	roto	roto	r o t o		Clark-173-2005	1041	False	6
3000	RennellBellona_206	lake	renn1242	624	goto	goto	g o t o		POLLEX	1041	False	6
3001	RennellBellona_206	lake	renn1242	624	gano	gano	g a n o		POLLEX	40	False	1
3272	EastFutuna_210	lake	east2447	624	namo	namo	n a m o		POLLEX	1182	False	7
5686	Rapanui_264	lake	rapa1244	624	rano	rano	r a n o		POLLEX	40	False	1
132	NorthMarquesan_38	leaf	nort2845	628	àu	àu	ʔ a u		POLLEX	41	False	1
406	Hawaiian_52	leaf	hawa1245	628	lau	lau	l a u		71458	41	False	1
664	Rarotongan_58	leaf	raro1241	628	rau	rau	r a u		POLLEX	41	False	1
947	Maori_85	leaf	maor1246	628	rau	rau	r a u		Biggs-85-2005	41	False	1
1212	Samoan_118	leaf	samo1305	628	lau	lau	l a u		Blust-118-2005	41	False	1
1473	Austral_128	leaf	aust1304	628	rauʔere	rauʔere	r a u ʔ e r e	raoʔere	Meyer-128-2005	41	False	1
1719	TongaTongaIslands_136	leaf	tong1325	628	lou	lou	l o u	lau	117207	41	False	1
1988	Pukapuka_152	leaf	puka1242	628	lau	lau	l a u		Salisbury-152-2005	41	False	1
2768	Tahitian_173	leaf	tahi1242	628	rau'ere	rau'ere	r a u ʔ e r e	rao'ere	Clark-173-2005	41	False	1
3014	RennellBellona_206	leaf	renn1242	628	gau	gau	g a u		POLLEX	41	False	1
3288	EastFutuna_210	leaf	east2447	628	lau	lau	l a u		POLLEX	41	False	1
5700	Rapanui_264	leaf	rapa1244	628	raupá	raupá	r a u p ʔ a	rau/pa // rau/pa // rau	POLLEX	41	False	1
5951	VaeakauTaumako_375	leaf	pile1238	628	lau	lau	l a u		Hovdhaugen-375-2009	41	False	1
7309	Nukuria_1212	leaf	nuku1259	628	rau	rau	r a u		Davletshin-1212-2015	41	False	1
292	NorthMarquesan_38	left	nort2845	244	'ima a'ea'e	'ima a'ea'e	ʔ i m a _ a ʔ e a ʔ e	akeake	POLLEX	528	False	21
528	Hawaiian_52	left	hawa1245	244	hema	hema	h e m a		71458	189	False	11
832	Rarotongan_58	left	raro1241	244	mauī	mauī	m a u iː		POLLEX	42	False	1,59
833	Rarotongan_58	left	raro1241	244	kauvī	kauvī	k a u v iː	kauī	POLLEX	42	False	1,42
1061	Maori_85	left	maor1246	244	mauii	mauii	m a u iː		Biggs-85-2005	42	False	1,59
1355	Samoan_118	left	samo1305	244	tau-aŋavale	tau-aŋavale	t a u + a ŋ a v a l e		Blust-118-2005	650	False	31
1617	Austral_128	left	aust1304	244	ʔaui	ʔaui	ʔ a u i		Meyer-128-2005	42	False	1,42
1839	TongaTongaIslands_136	left	tong1325	244	hema	hema	h e m a		117207	189	False	11
2152	Pukapuka_152	left	puka1242	244	māyui	māyui	m aː j u i		Salisbury-152-2005	42	False	1,59
2893	Tahitian_173	left	tahi1242	244	'aui	'aui	ʔ a u i		Clark-173-2005	42	False	1,42
3155	RennellBellona_206	left	renn1242	244	sema	sema	s e m a		POLLEX	189	False	11
3456	EastFutuna_210	left	east2447	244	sema	sema	s e m a		POLLEX	189	False	11
5836	Rapanui_264	left	rapa1244	244	maui	maui	m a u i		POLLEX	42	False	1,59
6082	VaeakauTaumako_375	left	pile1238	244	tovale	tovale	t o v a l e		Hovdhaugen-375-2009	650	False	31
7452	Nukuria_1212	left	nuku1259	244	mauii	mauii	m a u iː		Davletshin-1212-2015	42	False	1,59
7453	Nukuria_1212	left	nuku1259	244	kaihi	kaihi	k a i h i		Davletshin-1212-2015	42	False	1,42
289	NorthMarquesan_38	leg/foot	nort2845	2098	vae	vae	v a e		POLLEX	43	False	1, 100
526	Hawaiian_52	leg/foot	hawa1245	2098	wāwae	wāwae	w aː w a e		71458	43	False	1, 100
829	Rarotongan_58	leg/foot	raro1241	2098	vae	vae	v a e		POLLEX	43	False	1, 100
830	Rarotongan_58	leg/foot	raro1241	2098	tapuae	tapuae	t a p u a e		POLLEX	755	False	40
1058	Maori_85	leg/foot	maor1246	2098	waewae	waewae	w a e w a e		Biggs-85-2005	43	False	1, 100
1353	Samoan_118	leg/foot	samo1305	2098	vae	vae	v a e		Blust-118-2005	43	False	1, 100
1615	Austral_128	leg/foot	aust1304	2098	ʔaavae	ʔaavae	ʔ aː v a e		Meyer-128-2005	43	False	1, 100
1837	TongaTongaIslands_136	leg/foot	tong1325	2098	vaʔe	vaʔe	v a ʔ e		117207	43	False	1, 100
2150	Pukapuka_152	leg/foot	puka1242	2098	vae	vae	v a e		Salisbury-152-2005	43	False	1, 100
2891	Tahitian_173	leg/foot	tahi1242	2098	'aavae	'aavae	ʔ aː v a e		Clark-173-2005	43	False	1, 100
3153	RennellBellona_206	leg/foot	renn1242	2098	ba'e	ba'e	b a ʔ e		POLLEX	43	False	1, 100
3454	EastFutuna_210	leg/foot	east2447	2098	va'e	va'e	v a ʔ e		POLLEX	43	False	1, 100
5834	Rapanui_264	leg/foot	rapa1244	2098	va'e	va'e	v a ʔ e	ba'e	POLLEX	43	False	1, 100
6080	VaeakauTaumako_375	leg/foot	pile1238	2098	vae	vae	v a e		Hovdhaugen-375-2009	43	False	1, 100
7450	Nukuria_1212	leg/foot	nuku1259	2098	vae	vae	v a e		Davletshin-1212-2015	43	False	1,100
107	NorthMarquesan_38	lightning	nort2845	1654	uià	uià	u i ʔ a		POLLEX	491	False	2
383	Hawaiian_52	lightning	hawa1245	1654	uila	uila	u i l a		71458	491	False	2
635	Rarotongan_58	lightning	raro1241	1654	uira	uira	u i r a		POLLEX	491	False	2
636	Rarotongan_58	lightning	raro1241	1654	rapa	rapa	r a p a		POLLEX	1395	False	9
923	Maori_85	lightning	maor1246	1654	uira	uira	u i r a		Biggs-85-2005	491	False	2
1181	Samoan_118	lightning	samo1305	1654	uila	uila	u i l a		Blust-118-2005	491	False	2
1450	Austral_128	lightning	aust1304	1654	uira	uira	u i r a		Meyer-128-2005	491	False	2
1698	TongaTongaIslands_136	lightning	tong1325	1654	ʔuhila	ʔuhila	ʔ u h i l a		117207	491	False	2
1962	Pukapuka_152	lightning	puka1242	1654	uwila	uwila	u w i l a		Salisbury-152-2005	491	False	2
2746	Tahitian_173	lightning	tahi1242	1654	uira	uira	u i r a		Clark-173-2005	491	False	2
2989	RennellBellona_206	lightning	renn1242	1654	gapa	gapa	g a p a		POLLEX	1395	False	9
3261	EastFutuna_210	lightning	east2447	1654	'uila	'uila	ʔ u i l a		POLLEX	491	False	2
5676	Rapanui_264	lightning	rapa1244	1654	uira	uira	u i r a	'uira	POLLEX	491	False	2
5929	VaeakauTaumako_375	lightning	pile1238	1654	khemo	khemo	k h e m o		Hovdhaugen-375-2009	696	False	36
7285	Nukuria_1212	lightning	nuku1259	1654	tara	tara	t a r a		Davletshin-1212-2015	1250	False	
7286	Nukuria_1212	lightning	nuku1259	1654	uira	uira	u i r a		Davletshin-1212-2015	491	False	2
274	NorthMarquesan_38	liver	nort2845	1224	ate	ate	a t e		POLLEX	44	False	1
511	Hawaiian_52	liver	hawa1245	1224	ake	ake	a k e		71458	44	False	1
812	Rarotongan_58	liver	raro1241	1224	ate	ate	a t e		POLLEX	44	False	1
1045	Maori_85	liver	maor1246	1224	ate	ate	a t e		Biggs-85-2005	44	False	1
1338	Samoan_118	liver	samo1305	1224	ate	ate	a t e		Blust-118-2005	44	False	1
1597	Austral_128	liver	aust1304	1224	ate	ate	a t e		Meyer-128-2005	44	False	1
1598	Austral_128	liver	aust1304	1224	ʔupaʔa	ʔupaʔa	ʔ u p a ʔ a		Meyer-128-2005	1042	True	6
1822	TongaTongaIslands_136	liver	tong1325	1224	ʔate	ʔate	ʔ a t e		117207	44	False	1
2128	Pukapuka_152	liver	puka1242	1224	ate	ate	a t e		Salisbury-152-2005	44	False	1
2874	Tahitian_173	liver	tahi1242	1224	'upa'a	'upa'a	ʔ u p a ʔ a		Clark-173-2005	1042	False	6
3140	RennellBellona_206	liver	renn1242	1224	àte	àte	ʔ a t e		POLLEX	44	False	1
3436	EastFutuna_210	liver	east2447	1224	àte	àte	ʔ a t e		POLLEX	44	False	1
5815	Rapanui_264	liver	rapa1244	1224	ate	ate	a t e	àte	POLLEX	44	False	1
6064	VaeakauTaumako_375	liver	pile1238	1224	ate	ate	a t e		Hovdhaugen-375-2009	44	False	1
7437	Nukuria_1212	liver	nuku1259	1224	ate	ate	a t e		Davletshin-1212-2015	44	False	1
73	NorthMarquesan_38	long	nort2845	1203	'oa	'oa	ʔ o a		POLLEX	239	False	12
359	Hawaiian_52	long	hawa1245	1203	loa	loa	l o a		71458	239	False	12
602	Rarotongan_58	long	raro1241	1203	roa	roa	r o a		POLLEX	239	False	12
901	Maori_85	long	maor1246	1203	roa	roa	r o a		Biggs-85-2005	239	False	12
1143	Samoan_118	long	samo1305	1203	loloa	loloa	l o l o a		Blust-118-2005	239	False	12
1144	Samoan_118	long	samo1305	1203	ʔumi	ʔumi	ʔ u m i		Blust-118-2005	1101	False	63
1427	Austral_128	long	aust1304	1203	roa	roa	r o a		Meyer-128-2005	239	False	12
1676	TongaTongaIslands_136	long	tong1325	1203	lōloa	lōloa	l oː l o a		117207	239	False	12
1932	Pukapuka_152	long	puka1242	1203	loa	loa	l o a		Salisbury-152-2005	239	False	12
2724	Tahitian_173	long	tahi1242	1203	roa	roa	r o a		Clark-173-2005	239	False	12
2959	RennellBellona_206	long	renn1242	1203	goa	goa	g o a		POLLEX	239	False	12
3229	EastFutuna_210	long	east2447	1203	loa	loa	l o a		POLLEX	239	False	12
5648	Rapanui_264	long	rapa1244	1203	roa	roa	r o a		POLLEX	239	False	12
5906	VaeakauTaumako_375	long	pile1238	1203	loa	loa	l o a		Hovdhaugen-375-2009	239	False	12
7262	Nukuria_1212	long	nuku1259	1203	rooroa	rooroa	r oː r o a		Davletshin-1212-2015	239	False	12
139	NorthMarquesan_38	louse	nort2845	1392	'utu	'utu	ʔ u t u	kutu	POLLEX	45	False	1
140	NorthMarquesan_38	louse	nort2845	1392	kutu papa	kutu papa	k u t u _ p a p a		POLLEX	45	False	1,6
412	Hawaiian_52	louse	hawa1245	1392	'uku	'uku	ʔ u k u		71458	45	False	1
671	Rarotongan_58	louse	raro1241	1392	kutu papa	kutu papa	k u t u _ p a p a		POLLEX	45	False	1,6
672	Rarotongan_58	louse	raro1241	1392	kutu	kutu	k u t u		POLLEX	45	False	1
953	Maori_85	louse	maor1246	1392	kutu	kutu	k u t u		Biggs-85-2005	45	False	1
1218	Samoan_118	louse	samo1305	1392	ʔutu	ʔutu	ʔ u t u		Blust-118-2005	45	False	1
1479	Austral_128	louse	aust1304	1392	ʔutu	ʔutu	ʔ u t u		Meyer-128-2005	45	False	1
1725	TongaTongaIslands_136	louse	tong1325	1392	tuma	tuma	t u m a		117207	623	False	3
1726	TongaTongaIslands_136	louse	tong1325	1392	kutu	kutu	k u t u		117207	45	False	1
1996	Pukapuka_152	louse	puka1242	1392	lia	lia	l i a	wutu	Salisbury-152-2005	45	False	1
2774	Tahitian_173	louse	tahi1242	1392	'utu	'utu	ʔ u t u		Clark-173-2005	45	False	1
3022	RennellBellona_206	louse	renn1242	1392	kutu	kutu	k u t u		POLLEX	45	False	1
3297	EastFutuna_210	louse	east2447	1392	tuma	tuma	t u m a		POLLEX	623	False	3
3298	EastFutuna_210	louse	east2447	1392	kutu	kutu	k u t u		POLLEX	45	False	1
5707	Rapanui_264	louse	rapa1244	1392	kutu	kutu	k u t u		POLLEX	45	False	1
5958	VaeakauTaumako_375	louse	pile1238	1392	kutu	kutu	k u t u		Hovdhaugen-375-2009	45	False	1
7319	Nukuria_1212	louse	nuku1259	1392	kutu	kutu	k u t u		Davletshin-1212-2015	45	False	1
225	NorthMarquesan_38	man/male	nort2845	2106	toa	toa	t o a		POLLEX	1467	False	x
226	NorthMarquesan_38	man/male	nort2845	2106	heko	heko	h e k o		POLLEX	419	False	17?
227	NorthMarquesan_38	man/male	nort2845	2106	tane	tane	t a n e		POLLEX	46	False	1,11
228	NorthMarquesan_38	man/male	nort2845	2106	tama 'oa	tama 'oa	t a m a _ ʔ o a		POLLEX	124	False	10
470	Hawaiian_52	man/male	hawa1245	2106	kāne	kāne	k aː n e		71458	46	False	1,11
764	Rarotongan_58	man/male	raro1241	2106	taane	taane	t aː n e		POLLEX	46	False	1,11
765	Rarotongan_58	man/male	raro1241	2106	tamaroa	tamaroa	t a m a r o a		POLLEX	1467	False	x
1008	Maori_85	man/male	maor1246	2106	taane	taane	t aː n e		Biggs-85-2005	46	False	1,11
1292	Samoan_118	man/male	samo1305	2106	tāne	tāne	t aː n e		Blust-118-2005	46	False	1,11
1550	Austral_128	man/male	aust1304	2106	taane	taane	t aː n e		Meyer-128-2005	46	False	1,11
1782	TongaTongaIslands_136	man/male	tong1325	2106	taŋata	taŋata	t a ŋ a t a		117207	240	False	12,14
2073	Pukapuka_152	man/male	puka1242	2106	tāne	tāne	t aː n e		Salisbury-152-2005	46	False	1,11
2834	Tahitian_173	man/male	tahi1242	2106	taane	taane	t aː n e		Clark-173-2005	46	False	1,11
3097	RennellBellona_206	man/male	renn1242	2106	tangata	tangata	t a ŋ a t a		POLLEX	240	False	12,14
3379	EastFutuna_210	man/male	east2447	2106	tagata	tagata	t a g a t a		POLLEX	240	False	12,14
5775	Rapanui_264	man/male	rapa1244	2106	tane	tane	t a n e		POLLEX	46	True	1,11
6020	VaeakauTaumako_375	man/male	pile1238	2106	mhe	mhe	m h e		Hovdhaugen-375-2009	1066	False	
6021	VaeakauTaumako_375	man/male	pile1238	2106	tangata	tangata	t a ŋ a t a		Hovdhaugen-375-2009	240	False	12,14
7394	Nukuria_1212	man/male	nuku1259	2106	tanata	tanata	t a n a t a		Davletshin-1212-2015	240	False	12,14
147	NorthMarquesan_38	meat/flesh	nort2845	2615	kiko	kiko	k i k o		POLLEX	125	False	10
417	Hawaiian_52	meat/flesh	hawa1245	2615	'i'o	'i'o	ʔ i ʔ o		71458	125	False	10
678	Rarotongan_58	meat/flesh	raro1241	2615	kiko	kiko	k i k o		POLLEX	125	False	10
958	Maori_85	meat/flesh	maor1246	2615	kiko	kiko	k i k o		Biggs-85-2005	125	False	10
1227	Samoan_118	meat/flesh	samo1305	2615	ʔiʔo	ʔiʔo	ʔ i ʔ o		Blust-118-2005	125	False	10
1228	Samoan_118	meat/flesh	samo1305	2615	ʔaʔano	ʔaʔano	ʔ a ʔ a n o		Blust-118-2005	331	False	14
1485	Austral_128	meat/flesh	aust1304	2615	ʔiʔo	ʔiʔo	ʔ i ʔ o		Meyer-128-2005	125	False	10
1486	Austral_128	meat/flesh	aust1304	2615	ʔiinaʔi	ʔiinaʔi	ʔ iː n a ʔ i		Meyer-128-2005	425	False	18
1731	TongaTongaIslands_136	meat/flesh	tong1325	2615	kano	kano	k a n o		117207	331	False	14
2003	Pukapuka_152	meat/flesh	puka1242	2615	kiko	kiko	k i k o		Salisbury-152-2005	125	False	10
2781	Tahitian_173	meat/flesh	tahi1242	2615	'i'o	'i'o	ʔ i ʔ o		Clark-173-2005	125	False	10
3028	RennellBellona_206	meat/flesh	renn1242	2615	kano	kano	k a n o		POLLEX	331	False	14
3304	EastFutuna_210	meat/flesh	east2447	2615	kanofi	kanofi	k a n o f i	kano	POLLEX	331	False	14
5711	Rapanui_264	meat/flesh	rapa1244	2615	kiko	kiko	k i k o		POLLEX	125	False	10
5963	VaeakauTaumako_375	meat/flesh	pile1238	2615	io	io	i o		Hovdhaugen-375-2009	125	False	10
7324	Nukuria_1212	meat/flesh	nuku1259	2615	kanohi	kanohi	k a n o h i		Davletshin-1212-2015	331	False	14
113	NorthMarquesan_38	moon	nort2845	1313	me'ama	me'ama	m e ʔ a m a	mahina	POLLEX	717	False	37, 5
389	Hawaiian_52	moon	hawa1245	1313	mahina	mahina	m a h i n a		71458	717	False	37, 5
644	Rarotongan_58	moon	raro1241	1313	marama	marama	m a r a m a		POLLEX	1183	False	7
929	Maori_85	moon	maor1246	1313	marama	marama	m a r a m a		Biggs-85-2005	1183	False	7
1190	Samoan_118	moon	samo1305	1313	mālama	mālama	m aː l a m a		Blust-118-2005	1183	False	7
1191	Samoan_118	moon	samo1305	1313	māsina	māsina	m aː s i n a		Blust-118-2005	717	False	37, 5
1456	Austral_128	moon	aust1304	1313	ʔaavaʔe	ʔaavaʔe	ʔ aː v a ʔ e		Meyer-128-2005	1044	False	6
1704	TongaTongaIslands_136	moon	tong1325	1313	māhina	māhina	m aː h i n a		117207	717	False	37, 5
1968	Pukapuka_152	moon	puka1242	1313	maina	maina	m a i n a		Salisbury-152-2005	717	False	37, 5
2752	Tahitian_173	moon	tahi1242	1313	'aava'e	'aava'e	ʔ aː v a ʔ e		Clark-173-2005	1044	False	6
2996	RennellBellona_206	moon	renn1242	1313	maa-sina	maa-sina	m aː + s i n a		POLLEX	717	False	37, 5
3268	EastFutuna_210	moon	east2447	1313	maasina	maasina	m aː s i n a		POLLEX	717	False	37, 5
5684	Rapanui_264	moon	rapa1244	1313	mahina	mahina	m a h i n a		POLLEX	717	False	37, 5
5935	VaeakauTaumako_375	moon	pile1238	1313	akahu	akahu	a k a h u		Hovdhaugen-375-2009	469	False	1?
7292	Nukuria_1212	moon	nuku1259	1313	marama	marama	m a r a m a		Davletshin-1212-2015	1183	False	7
138	NorthMarquesan_38	mosquito	nort2845	1509	nono purutia	nono purutia	n o n o _ p u r u t i a	nono kia // nono	POLLEX	47	False	1,74
411	Hawaiian_52	mosquito	hawa1245	1509	makika	makika	m a k i k a		71458	773	True	
670	Rarotongan_58	mosquito	raro1241	1509	namu	namu	n a m u		POLLEX	47	False	1
952	Maori_85	mosquito	maor1246	1509	waeroa	waeroa	w a e r o a		Biggs-85-2005	945	False	54
1217	Samoan_118	mosquito	samo1305	1509	namu	namu	n a m u		Blust-118-2005	47	False	1
1478	Austral_128	mosquito	aust1304	1509	ramu	ramu	r a m u		Meyer-128-2005	47	False	1
1724	TongaTongaIslands_136	mosquito	tong1325	1509	namu	namu	n a m u		117207	47	False	1
1995	Pukapuka_152	mosquito	puka1242	1509	namu	namu	n a m u		Salisbury-152-2005	47	False	1
2773	Tahitian_173	mosquito	tahi1242	1509	naonao	naonao	n a o n a o		Clark-173-2005	47	False	1,74
3021	RennellBellona_206	mosquito	renn1242	1509	namu	namu	n a m u		POLLEX	47	False	1
3296	EastFutuna_210	mosquito	east2447	1509	namu	namu	n a m u		POLLEX	47	False	1
5706	Rapanui_264	mosquito	rapa1244	1509	na'ona'o	na'ona'o	n a ʔ o n a ʔ o		POLLEX	47	False	1,74
5957	VaeakauTaumako_375	mosquito	pile1238	1509	namu	namu	n a m u		Hovdhaugen-375-2009	47	False	1
7318	Nukuria_1212	mosquito	nuku1259	1509	namu	namu	n a m u		Davletshin-1212-2015	47	False	1
219	NorthMarquesan_38	mother	nort2845	1216	kui	kui	k u i		POLLEX	363	False	15
465	Hawaiian_52	mother	hawa1245	1216	makuahine	makuahine	m a k u a h i n e		71458	748	False	4
756	Rarotongan_58	mother	raro1241	1216	māmā	māmā	m aː m aː		POLLEX	909	True	5
1003	Maori_85	mother	maor1246	1216	whaea	faea	f a e a		Biggs-85-2005	1045	False	6
1287	Samoan_118	mother	samo1305	1216	tinā	tinā	t i n aː		Blust-118-2005	48	False	1
1543	Austral_128	mother	aust1304	1216	metua vaʔine	metua vaʔine	m e t u a _ v a ʔ i n e		Meyer-128-2005	748	False	4
1544	Austral_128	mother	aust1304	1216	maamaa	maamaa	m aː m aː		Meyer-128-2005	909	True	5
