# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
1822	Rapanui	Rapanui (Easter Island)	rapa1244	1482	shoulder	kapuhivi	kapuhivi	POLLEX	133576	1323		kapuhibi	k a p u h i v i
2086	Mangareva	Mangareva	mang1401	1482	shoulder	paku'ivi	paku'ivi	POLLEX	321416	1323		pakuhivi	p a k u ʔ i v i
5822	Hawaiian	Hawaiian	hawa1245	1482	shoulder	po'ohiwi	po'ohiwi	71458	6478	1323			p o ʔ o h i w i
3562	North_Marquesan	Marquesan	nort2845	1482	shoulder	paufifi	paufifi	POLLEX	72222	1323		pauhihi	p a u f i f i
#
4438	Ra’ivavae	Ra'ivavae	aust1304	487	shy, ashamed	māmahu	māmahu	Tamaititahio-1213-2015	291300	64			m aː m a h u
777	Maori	Maori	maor1246	487	shy, ashamed	whaka|maa	fakamaː	Biggs-85-2005	57205	64			f a k a m aː
5157	Rurutuan	Rurutuan	aust1304	487	shy, ashamed	ʔaʔamaa	ʔaʔamaa	Meyer-128-2005	118872	64		maamaʔu	ʔ a ʔ a m aː
1221	Tahitian	Tahitian (Modern)	tahi1242	487	shy, ashamed	maamahu	maamahu	Clark-173-2005	122998	64		ha'amaa	m aː m a h u
5666	Hawaiian	Hawaiian	hawa1245	487	shy, ashamed	hilahila	hilahila	71458	57172	673			h i l a h i l a
1648	Rapanui	Rapanui (Easter Island)	rapa1244	487	shy, ashamed	haa/maa	haa	POLLEX	57384	64			h aː
1901	Mangareva	Mangareva	mang1401	487	shy, ashamed	'akāma	'akāma	POLLEX	321586	64		àkamaa	ʔ a k aː m a
3356	North_Marquesan	Marquesan	nort2845	487	shy, ashamed	hakaika	hakaika	POLLEX	128562	718			h a k a i k a
#
5341	Rurutuan	Rurutuan	aust1304	763	skin	ʔiri	ʔiri	Meyer-128-2005	4055	65			ʔ i r i
4577	Ra’ivavae	Ra'ivavae	aust1304	763	skin	ʔiGi	ʔiGi	Tamaititahio-1213-2015	291162	65			ʔ i ɢ i
932	Maori	Maori	maor1246	763	skin	kiri	kiri	Biggs-85-2005	4012	65			k i r i
1383	Tahitian	Tahitian (Modern)	tahi1242	763	skin	'iri	'iri	Clark-173-2005	4100	65			ʔ i r i
1830	Rapanui	Rapanui (Easter Island)	rapa1244	763	skin	kiri	kiri	POLLEX	130626	65			k i r i
2096	Mangareva	Mangareva	mang1401	763	skin	kiri	kiri	POLLEX	321409	65			k i r i
4836	Tuamotuan	Tuamotu	tuam1242	763	skin	kiri	kiri	POLLEX	4173	65			k i r i
5829	Hawaiian	Hawaiian	hawa1245	763	skin	'ili	'ili	71458	3979	65			ʔ i l i
3278	Sikaiana	Sikaiana	sika1261	763	skin	kili	kili	POLLEX	145925	65			k i l i
3570	North_Marquesan	Marquesan	nort2845	763	skin	kiì	kiì	POLLEX	3965	65			k i ʔ i
#
4470	Ra’ivavae	Ra'ivavae	aust1304	1732	sky	Gaʔi	Gaʔi	Tamaititahio-1213-2015	291268	66			ɢ a ʔ i
4680	Tuamotuan	Tuamotu	tuam1242	1732	sky	raŋi	raŋi	POLLEX	45585	66			r a ŋ i
812	Maori	Maori	maor1246	1732	sky	rangi	rangi	Biggs-85-2005	45424	66			r a ŋ i
5195	Rurutuan	Rurutuan	aust1304	1732	sky	tuaraʔi	tuaraʔi	Meyer-128-2005	45467	66			t u a r a ʔ i
1257	Tahitian	Tahitian (Modern)	tahi1242	1732	sky	ra'i	ra'i	Clark-173-2005	45512	66			r a ʔ i
5703	Hawaiian	Hawaiian	hawa1245	1732	sky	lani	lani	71458	45391	66			l a n i
1694	Rapanui	Rapanui (Easter Island)	rapa1244	1732	sky	ragi	ragi	POLLEX	133577	66		raŋi	r a g i
1949	Mangareva	Mangareva	mang1401	1732	sky	rangi	rangi	POLLEX	321546	66		ragi	r a ŋ i
3156	Sikaiana	Sikaiana	sika1261	1732	sky	lani	lani	POLLEX	45582	66			l a n i
3405	North_Marquesan	Marquesan	nort2845	1732	sky	de ahgy	ʔaŋi	POLLEX	107902	66		àki // àni	ʔ a ŋ i
#
4447	Ra’ivavae	Ra'ivavae	aust1304	1246	small	iti	iti	Tamaititahio-1213-2015	291291	269			i t i
4642	Tuamotuan	Tuamotu	tuam1242	1246	small	riki	riki	POLLEX	123734	1171			r i k i
4643	Tuamotuan	Tuamotu	tuam1242	1246	small	iti	iti	POLLEX	123733	269			i t i
787	Maori	Maori	maor1246	1246	small	iti	iti	Biggs-85-2005	53992	269			i t i
5168	Rurutuan	Rurutuan	aust1304	1246	small	maaitiiti	maaitiiti	Meyer-128-2005	54035	269			m aː i t i i t i
1231	Tahitian	Tahitian (Modern)	tahi1242	1246	small	na'ina'i	na'ina'i	Clark-173-2005	54080	273			n a ʔ i n a ʔ i
5675	Hawaiian	Hawaiian	hawa1245	1246	small	li'i	li'i	71458	79859	1171		iki	l i ʔ i
1661	Rapanui	Rapanui (Easter Island)	rapa1244	1246	small	poto	poto	POLLEX	123744	136			p o t o
1662	Rapanui	Rapanui (Easter Island)	rapa1244	1246	small	iti	iti	POLLEX	123743	269			i t i
1912	Mangareva	Mangareva	mang1401	1246	small	ningore	ningore	POLLEX	321595	484			n i ŋ o r e
3130	Sikaiana	Sikaiana	sika1261	1246	small	li/liki	liki	POLLEX	120809	1171		liki/liki	l i k i
3369	North_Marquesan	Marquesan	nort2845	1246	small	kaiu	kaiu	POLLEX	135738	762			k a i u
3370	North_Marquesan	Marquesan	nort2845	1246	small	poto	poto	POLLEX	132650	136			p o t o
3371	North_Marquesan	Marquesan	nort2845	1246	small	ìki	ìki	POLLEX	132649	1171			ʔ i k i
3372	North_Marquesan	Marquesan	nort2845	1246	small	iti	iti	POLLEX	132648	269			i t i
#
4454	Ra’ivavae	Ra'ivavae	aust1304	778	smoke	au auahi	au auahi	Tamaititahio-1213-2015	291284	527			a u a u a h i
4653	Tuamotuan	Tuamotu	tuam1242	778	smoke	auahi	auahi	POLLEX	122809	527		au	a u a h i
794	Maori	Maori	maor1246	778	smoke	au|ahi	auahi	Biggs-85-2005	51493	527			a u a h i
5175	Rurutuan	Rurutuan	aust1304	778	smoke	auauaʔi	auauaʔi	Meyer-128-2005	51536	527			a u a u a ʔ i
1239	Tahitian	Tahitian (Modern)	tahi1242	778	smoke	auauahi	auauahi	Clark-173-2005	51581	527			a u a u a h i
5683	Hawaiian	Hawaiian	hawa1245	778	smoke	uahi	uahi	71458	51460	527			u a h i
1671	Rapanui	Rapanui (Easter Island)	rapa1244	778	smoke	auahi	auahi	POLLEX	122815	527		au // àu	a u a h i
1923	Mangareva	Mangareva	mang1401	778	smoke	au/ahi	ahi	POLLEX	51647	527			a h i
3138	Sikaiana	Sikaiana	sika1261	778	smoke	au	au	POLLEX	51651	527			a u
3383	North_Marquesan	Marquesan	nort2845	778	smoke	auahi	auahi	POLLEX	119485	527		au/ahi	a u a h i
#
837	Maori	Maori	maor1246	730	snake	naakahi	naakahi	Biggs-85-2005	37570	1353			n aː k a h i
5219	Rurutuan	Rurutuan	aust1304	730	snake	ooʔii	ooʔii	Meyer-128-2005	37613	635			oː ʔ iː
1280	Tahitian	Tahitian (Modern)	tahi1242	730	snake	'oofii	'oofii	Clark-173-2005	37658	635			ʔ oː f iː
3179	Sikaiana	Sikaiana	sika1261	730	snake	sineki	sineki	POLLEX	145975	700			s i n e k i
3433	North_Marquesan	Marquesan	nort2845	730	snake	puhi henua	puhi henua	POLLEX	37523	726			p u h i h e n u a
5727	Hawaiian	Hawaiian	hawa1245	730	snake	naheka	naheka	71458	37537	1047			n a h e k a
#
4484	Ra’ivavae	Ra'ivavae	aust1304	843	spider	tuʔunui	tuʔunui	Tamaititahio-1213-2015	291254	959			t u ʔ u n u i
4704	Tuamotuan	Tuamotu	tuam1242	843	spider	tukutuku	tukutuku	POLLEX	39159	959			t u k u t u k u
833	Maori	Maori	maor1246	843	spider	pungaawerewere	pungaawerewere	Biggs-85-2005	38998	67			p u ŋ aː w e r e w e r e
5215	Rurutuan	Rurutuan	aust1304	843	spider	ʔapuamaʔamaʔa	ʔapuamaʔamaʔa	Meyer-128-2005	39041	992			ʔ a p u a m a ʔ a m a ʔ a
1276	Tahitian	Tahitian (Modern)	tahi1242	843	spider	tuutuurahonui	tuutuurahonui	Clark-173-2005	39086	959			t uː t uː r a h o n u i
1714	Rapanui	Rapanui (Easter Island)	rapa1244	843	spider	hônu	hônu	POLLEX	133579	959			h o n u
1971	Mangareva	Mangareva	mang1401	843	spider	pūngawerewere	pūngawerewere	POLLEX	321531	67		puga/verevere/ // pugaverevere	p uː ŋ a w e r e w e r e
3176	Sikaiana	Sikaiana	sika1261	843	spider	velevele	velevele	POLLEX	39156	67			v e l e v e l e
3428	North_Marquesan	Marquesan	nort2845	843	spider	puna/vèevèe/	vèevèe	POLLEX	77561	67		puka/vèevèe/ // punavèevèe // pukavèevèe	v e ʔ e v e ʔ e
5723	Hawaiian	Hawaiian	hawa1245	843	spider	lanalana	lanalana	71458	38965	1045			l a n a l a n a
#
4468	Ra’ivavae	Ra'ivavae	aust1304	1430	star	hetiʔa	hetiʔa	Tamaititahio-1213-2015	291270	68			h e t i ʔ a
4678	Tuamotuan	Tuamotu	tuam1242	1430	star	hetuu	hetuu	POLLEX	107935	68		fetuu	h e t uː
810	Maori	Maori	maor1246	1430	star	whetuu	fetuː	Biggs-85-2005	46138	68			f e t uː
5193	Rurutuan	Rurutuan	aust1304	1430	star	fetiʔa	fetiʔa	Meyer-128-2005	46181	68			f e t i ʔ a
1255	Tahitian	Tahitian (Modern)	tahi1242	1430	star	feti'a	feti'a	Clark-173-2005	46226	68			f e t i ʔ a
5701	Hawaiian	Hawaiian	hawa1245	1430	star	hōkū	hōkū	71458	46105	68			h oː k uː
1692	Rapanui	Rapanui (Easter Island)	rapa1244	1430	star	hetu'u	hetu'u	POLLEX	46317	68			h e t u ʔ u
1946	Mangareva	Mangareva	mang1401	1430	star	'etu	'etu	POLLEX	321548	68			ʔ e t u
3154	Sikaiana	Sikaiana	sika1261	1430	star	hetū	hetū	POLLEX	145926	68			h e t uː
3403	North_Marquesan	Marquesan	nort2845	1430	star	fettoe	fettoe	POLLEX	78582	68		fetuu // hetuu	f e t o e
#
5756	Hawaiian	Hawaiian	hawa1245	1295	stick/wood	lā'au	lā'au	71458	27898	69			l aː ʔ a u
4743	Tuamotuan	Tuamotu	tuam1242	1295	stick/wood	raakau	raakau	POLLEX	28092	69			r aː k a u
865	Maori	Maori	maor1246	1295	stick/wood	raa|kau	raːkau	Biggs-85-2005	27931	69			r aː k a u
1309	Tahitian	Tahitian (Modern)	tahi1242	1295	stick/wood	raa'au	raa'au	Clark-173-2005	28019	69			r aː ʔ a u
1751	Rapanui	Rapanui (Easter Island)	rapa1244	1295	stick/wood	miro	miro	POLLEX	133586	444			m i r o
2009	Mangareva	Mangareva	mang1401	1295	stick/wood	rakau	rakau	POLLEX	321503	69		rakau	r a k a u
5257	Rurutuan	Rurutuan	aust1304	1295	stick/wood	raaʔau	raaʔau	Meyer-128-2005	27974	69			r aː ʔ a u
3209	Sikaiana	Sikaiana	sika1261	1295	stick/wood	laakau	laakau	POLLEX	28089	69			l aː k a u
3476	North_Marquesan	Marquesan	nort2845	1295	stick/wood	àkau	àkau	POLLEX	27884	69			ʔ a k a u
#
4476	Ra’ivavae	Ra'ivavae	aust1304	857	stone	ʔohai	ʔohai	Tamaititahio-1213-2015	291262	674			ʔ o h a i
4692	Tuamotuan	Tuamotu	tuam1242	857	stone	poofatu	poofatu	POLLEX	105419	70			p oː f a t u
4693	Tuamotuan	Tuamotu	tuam1242	857	stone	hatu	hatu	POLLEX	105418	70		fatu	h a t u
821	Maori	Maori	maor1246	857	stone	koowhatu	koːfatu	Biggs-85-2005	42568	70			k oː f a t u
5204	Rurutuan	Rurutuan	aust1304	857	stone	poʔatu	poʔatu	Meyer-128-2005	105412	70			p o ʔ a t u
5205	Rurutuan	Rurutuan	aust1304	857	stone	ʔooʔaʔi	ʔooʔaʔi	Meyer-128-2005	105411	674			ʔ oː ʔ a ʔ i
1266	Tahitian	Tahitian (Modern)	tahi1242	857	stone	'oofa'i	'oofa'i	Clark-173-2005	42656	674			ʔ oː f a ʔ i
5712	Hawaiian	Hawaiian	hawa1245	857	stone	pōhaku	pōhaku	71458	42535	70			p oː h a k u
1702	Rapanui	Rapanui (Easter Island)	rapa1244	857	stone	ma'ea	ma'ea	POLLEX	133587	811		maka	m a ʔ e a
1959	Mangareva	Mangareva	mang1401	857	stone	po'atu	po'atu	POLLEX	321539	70		poàtu	p o ʔ a t u
3163	Sikaiana	Sikaiana	sika1261	857	stone	hatu	hatu	POLLEX	42726	70			h a t u
3416	North_Marquesan	Marquesan	nort2845	857	stone	ke'a	ke'a	POLLEX	135725	775			k e ʔ a
3417	North_Marquesan	Marquesan	nort2845	857	stone	hatu-keàa	hatu-keàa	POLLEX	42521	70			h a t u k e ʔ a a
#
4708	Tuamotuan	Tuamotu	tuam1242	1220	tail	vaero	vaero	POLLEX	105116	137			v a e r o
4709	Tuamotuan	Tuamotu	tuam1242	1220	tail	hiku	hiku	POLLEX	105115	309			h i k u
838	Maori	Maori	maor1246	1220	tail	whiore	fiore	Biggs-85-2005	37213	180			f i o r e
5220	Rurutuan	Rurutuan	aust1304	1220	tail	vero	vero	Meyer-128-2005	105102	137		aero	v e r o
5221	Rurutuan	Rurutuan	aust1304	1220	tail	ʔuʔu	ʔuʔu	Meyer-128-2005	105101	332			ʔ u ʔ u
1281	Tahitian	Tahitian (Modern)	tahi1242	1220	tail	'itere	'itere	Clark-173-2005	105109	282			ʔ i t e r e
1282	Tahitian	Tahitian (Modern)	tahi1242	1220	tail	hi'u	hi'u	Clark-173-2005	105108	309			h i ʔ u
1283	Tahitian	Tahitian (Modern)	tahi1242	1220	tail	'aero	'aero	Clark-173-2005	105107	137			ʔ a e r o
5728	Hawaiian	Hawaiian	hawa1245	1220	tail	huelo	huelo	71458	37180	137			h u e l o
1718	Rapanui	Rapanui (Easter Island)	rapa1244	1220	tail	hiku	hiku	POLLEX	37392	309			h i k u
1975	Mangareva	Mangareva	mang1401	1220	tail	ave	ave	POLLEX	321527	490			a v e
1976	Mangareva	Mangareva	mang1401	1220	tail	vero	vero	POLLEX	105112	137			v e r o
1977	Mangareva	Mangareva	mang1401	1220	tail	ìku	ìku	POLLEX	105111	309		iku	ʔ i k u
3180	Sikaiana	Sikaiana	sika1261	1220	tail	muisuki	muisuki	POLLEX	145974	332			m u i s u k i
3434	North_Marquesan	Marquesan	nort2845	1220	tail	vèo	vèo	POLLEX	105095	137			v e ʔ o
3435	North_Marquesan	Marquesan	nort2845	1220	tail	hiku	hiku	POLLEX	105094	309		iku	h i k u
#
4614	Tuamotuan	Tuamotu	tuam1242	78	that	aua	aua	POLLEX	123473	1468		taua	a u a
757	Maori	Maori	maor1246	78	that	teeraa	teeraa	Biggs-85-2005	123449	1289			t eː r aː
758	Maori	Maori	maor1246	78	that	teenaa	teenaa	Biggs-85-2005	123448	71			t eː n aː
5136	Rurutuan	Rurutuan	aust1304	78	that	teeraa	teeraa	Meyer-128-2005	63317	979			t eː r aː
1203	Tahitian	Tahitian (Modern)	tahi1242	78	that	teeraa	teeraa	Clark-173-2005	63362	267			t eː r aː
5646	Hawaiian	Hawaiian	hawa1245	78	that	la	la	71458	125630	1037		kēlā	l a
1627	Rapanui	Rapanui (Easter Island)	rapa1244	78	that	era	era	POLLEX	133590	413			e r a
3329	North_Marquesan	Marquesan	nort2845	78	that	te'aa	te'aa	POLLEX	135747	71		ia'a // na // tena	t e ʔ aː
5645	Hawaiian	Hawaiian	hawa1245	78	that	na	na	71458	125632	71		kēnā	n a
#
4527	Ra’ivavae	Ra'ivavae	aust1304	2100	thatch/roof	haGe niʔau	haGe niʔau	Tamaititahio-1213-2015	291211	903			h a ɢ e n i ʔ a u
4770	Tuamotuan	Tuamotu	tuam1242	2100	thatch/roof	ato	ato	POLLEX	22023	72			a t o
882	Maori	Maori	maor1246	2100	thatch/roof	raurau	raurau	Biggs-85-2005	21862	1031			r a u r a u
1328	Tahitian	Tahitian (Modern)	tahi1242	2100	thatch/roof	taapo'i fare	taapo'i fare	Clark-173-2005	21950	138			t aː p o ʔ i f a r e
5775	Hawaiian	Hawaiian	hawa1245	2100	thatch/roof	ako	ako	71458	21829	72			a k o
1773	Rapanui	Rapanui (Easter Island)	rapa1244	2100	thatch/roof	ato	ato	POLLEX	91389	72		àto	a t o
2033	Mangareva	Mangareva	mang1401	2100	thatch/roof	paku	paku	POLLEX	321487	551			p a k u
2034	Mangareva	Mangareva	mang1401	2100	thatch/roof	ato	ato	POLLEX	22016	72			a t o
5277	Rurutuan	Rurutuan	aust1304	2100	thatch/roof	taapoʔi ʔare	taapoʔi ʔare	Meyer-128-2005	21905	138			t aː p o ʔ i ʔ a r e
3226	Sikaiana	Sikaiana	sika1261	2100	thatch/roof	ato	ato	POLLEX	91385	72			a t o
3227	Sikaiana	Sikaiana	sika1261	2100	thatch/roof	inaki	inaki	POLLEX	91384	201			i n a k i
3506	North_Marquesan	Marquesan	nort2845	2100	thatch/roof	hatu	hatu	POLLEX	135710	72		ato	h a t u
#
4410	Ra’ivavae	Ra'ivavae	aust1304	817	they	Gātou	Gātou	Tamaititahio-1213-2015	291353	73			ɢ aː t o u
4411	Ra’ivavae	Ra'ivavae	aust1304	817	they	Gāua	Gāua	Tamaititahio-1213-2015	291352	1469			ɢ aː u a
743	Maori	Maori	maor1246	817	they	raatou	raatou	Biggs-85-2005	82138	73			r aː t o u
744	Maori	Maori	maor1246	817	they	raaua	raaua	Biggs-85-2005	82137	1469			r aː u a
5120	Rurutuan	Rurutuan	aust1304	817	they	raatou	raatou	Meyer-128-2005	118893	73			r aː t o u
5121	Rurutuan	Rurutuan	aust1304	817	they	raaua	raaua	Meyer-128-2005	118892	1469			r aː u a
1188	Tahitian	Tahitian (Modern)	tahi1242	817	they	raatou	raatou	Clark-173-2005	82155	73			r aː t o u
1189	Tahitian	Tahitian (Modern)	tahi1242	817	they	raaua	raaua	Clark-173-2005	82154	1469			r aː u a
5631	Hawaiian	Hawaiian	hawa1245	817	they	lākou	lākou	71458	82132	73			l aː k o u
5632	Hawaiian	Hawaiian	hawa1245	817	they	lāua	lāua	71458	82131	1469			l aː u a
1616	Rapanui	Rapanui (Easter Island)	rapa1244	817	they	raúa	raúa	POLLEX	133591	1469			r a ʔ u a
1869	Mangareva	Mangareva	mang1401	817	they	rātou	rātou	POLLEX	326456	1254			r aː t o u
1870	Mangareva	Mangareva	mang1401	817	they	rāua	rāua	POLLEX	326455	73			r aː u a
3093	Sikaiana	Sikaiana	sika1261	817	they	lāua	lāua	POLLEX	145952	1469			l aː u a
3094	Sikaiana	Sikaiana	sika1261	817	they	lātou	lātou	POLLEX	145951	73			l aː t o u
3315	North_Marquesan	Marquesan	nort2845	817	they	'atou	'atou	POLLEX	82127	73			ʔ a t o u
#
4442	Ra’ivavae	Ra'ivavae	aust1304	1244	thick	meʔumeʔu	meʔumeʔu	Tamaititahio-1213-2015	291296	784			m e ʔ u m e ʔ u
4637	Tuamotuan	Tuamotu	tuam1242	1244	thick	tuʔatuʔa	tuʔatuʔa	POLLEX	90905	139			t u ʔ a t u ʔ a
781	Maori	Maori	maor1246	1244	thick	matotoru	matotoru	Biggs-85-2005	55777	675			m a t o t o r u
5163	Rurutuan	Rurutuan	aust1304	1244	thick	tuetue	tuetue	Meyer-128-2005	55820	139			t u e t u e
1226	Tahitian	Tahitian (Modern)	tahi1242	1244	thick	me'ume'u	me'ume'u	Clark-173-2005	55865	784			m e ʔ u m e ʔ u
5670	Hawaiian	Hawaiian	hawa1245	1244	thick	mākolukolu	mākolukolu	71458	55744	675			m aː k o l u k o l u
1655	Rapanui	Rapanui (Easter Island)	rapa1244	1244	thick	matoru	matoru	POLLEX	55956	675			m a t o r u
1906	Mangareva	Mangareva	mang1401	1244	thick	mātoru	mātoru	POLLEX	321589	675		matoru	m aː t o r u
3125	Sikaiana	Sikaiana	sika1261	1244	thick	maatoru	maatoru	POLLEX	55935	675			m aː t o r u
3360	North_Marquesan	Marquesan	nort2845	1244	thick	moto'u	moto'u	POLLEX	55730	675			m o t o ʔ u
#
4443	Ra’ivavae	Ra'ivavae	aust1304	2308	thin	GaiGai	GaiGai	Tamaititahio-1213-2015	291295	960			ɢ a i ɢ a i
4638	Tuamotuan	Tuamotu	tuam1242	2308	thin	rahi	rahi	POLLEX	90904	960			r a h i
782	Maori	Maori	maor1246	2308	thin	rahirahi	rahirahi	Biggs-85-2005	55420	960			r a h i r a h i
5164	Rurutuan	Rurutuan	aust1304	2308	thin	rairai	rairai	Meyer-128-2005	55463	960			r a i r a i
1227	Tahitian	Tahitian (Modern)	tahi1242	2308	thin	rairai	rairai	Clark-173-2005	55508	960			r a i r a i
5671	Hawaiian	Hawaiian	hawa1245	2308	thin	lahi	lahi	71458	55387	960			l a h i
1656	Rapanui	Rapanui (Easter Island)	rapa1244	2308	thin	ra'i	ra'i	POLLEX	133593	960			r a ʔ i
1907	Mangareva	Mangareva	mang1401	2308	thin	rikiriki	rikiriki	POLLEX	321591	481			r i k i r i k i
3126	Sikaiana	Sikaiana	sika1261	2308	thin	tualiki	tualiki	POLLEX	145932	723			t u a l i k i
3361	North_Marquesan	Marquesan	nort2845	2308	thin	piáhiáhi	piáhiáhi	POLLEX	80181	960		áhiáhi	p i ʔ a h i ʔ a h i
3362	North_Marquesan	Marquesan	nort2845	2308	thin	ákiaki	ákiaki	POLLEX	80180	460			ʔ a k i a k i
3363	North_Marquesan	Marquesan	nort2845	2308	thin	kahikahi	kahikahi	POLLEX	80179	1077			k a h i k a h i
#
4615	Tuamotuan	Tuamotu	tuam1242	1214	this	te/ia	te	POLLEX	90907	913			t e
759	Maori	Maori	maor1246	1214	this	teenei	teenei	Biggs-85-2005	62917	1224			t eː n e i
5137	Rurutuan	Rurutuan	aust1304	1214	this	teie	teie	Meyer-128-2005	62960	980			t e i e
1204	Tahitian	Tahitian (Modern)	tahi1242	1214	this	teie	teie	Clark-173-2005	63005	268			t e i e
5647	Hawaiian	Hawaiian	hawa1245	1214	this	nei	nei	71458	132640	75			n e i
5648	Hawaiian	Hawaiian	hawa1245	1214	this	kēia	kēia	71458	132639	1038			k eː i a
1628	Rapanui	Rapanui (Easter Island)	rapa1244	1214	this	nei	nei	POLLEX	133594	75		me'e-nei	n e i
1881	Mangareva	Mangareva	mang1401	1214	this	tenei	tenei	POLLEX	63071	1224			t e n e i
3107	Sikaiana	Sikaiana	sika1261	1214	this	te nei	te nei	POLLEX	145941	1224			t e n e i
3330	North_Marquesan	Marquesan	nort2845	1214	this	tenei	tenei	POLLEX	62870	1224			t e n e i
#
4420	Ra’ivavae	Ra'ivavae	aust1304	1215	thou	ʔoe	ʔoe	Tamaititahio-1213-2015	291318	76			ʔ o e
4608	Tuamotuan	Tuamotu	tuam1242	1215	thou	koe	koe	POLLEX	123336	76		koe	k o e
752	Maori	Maori	maor1246	1215	thou	koe	koe	Biggs-85-2005	65059	76			k o e
5130	Rurutuan	Rurutuan	aust1304	1215	thou	ʔoe	ʔoe	Meyer-128-2005	65102	76			ʔ o e
1197	Tahitian	Tahitian (Modern)	tahi1242	1215	thou	'oe	'oe	Clark-173-2005	65147	76			ʔ o e
5640	Hawaiian	Hawaiian	hawa1245	1215	thou	'oe	'oe	71458	65026	76			ʔ o e
1621	Rapanui	Rapanui (Easter Island)	rapa1244	1215	thou	kou	kou	POLLEX	133595	76			k o u
1876	Mangareva	Mangareva	mang1401	1215	thou	koe	koe	POLLEX	321450	76		koe // koe	k o e
3102	Sikaiana	Sikaiana	sika1261	1215	thou	koe	koe	POLLEX	123326	76		koe	k o e
3322	North_Marquesan	Marquesan	nort2845	1215	thou	'oe	'oe	POLLEX	169464	76		'oe // koe // koe	ʔ o e
#
4465	Ra’ivavae	Ra'ivavae	aust1304	1150	thunder	pātiGi	pātiGi	Tamaititahio-1213-2015	291273	349			p aː t i ɢ i
4672	Tuamotuan	Tuamotu	tuam1242	1150	thunder	fatutiri	fatutiri	POLLEX	47727	349			f a t u t i r i
806	Maori	Maori	maor1246	1150	thunder	whatitiri	fatitiri	Biggs-85-2005	47566	349			f a t i t i r i
5189	Rurutuan	Rurutuan	aust1304	1150	thunder	paatiri	paatiri	Meyer-128-2005	47609	349			p aː t i r i
1251	Tahitian	Tahitian (Modern)	tahi1242	1150	thunder	paatiri	paatiri	Clark-173-2005	47654	349			p aː t i r i
5697	Hawaiian	Hawaiian	hawa1245	1150	thunder	hekili	hekili	71458	47533	349			h e k i l i
1686	Rapanui	Rapanui (Easter Island)	rapa1244	1150	thunder	patiri	patiri	POLLEX	47745	349			p a t i r i
1942	Mangareva	Mangareva	mang1401	1150	thunder	atutiri	atutiri	POLLEX	321551	349		atutiri	a t u t i r i
3150	Sikaiana	Sikaiana	sika1261	1150	thunder	mana	mana	POLLEX	90605	763			m a n a
3399	North_Marquesan	Marquesan	nort2845	1150	thunder	pha too tee	pha too tee	POLLEX	107992	349		hatutiì	p h a t oː t eː
#
4796	Tuamotuan	Tuamotu	tuam1242	1403	to bite	kati	kati	POLLEX	14526	77			k a t i
903	Maori	Maori	maor1246	1403	to bite	ngau	ngau	Biggs-85-2005	14365	1225			ŋ a u
1352	Tahitian	Tahitian (Modern)	tahi1242	1403	to bite	hohoni	hohoni	Clark-173-2005	14453	350			h o h o n i
1797	Rapanui	Rapanui (Easter Island)	rapa1244	1403	to bite	gau	gau	POLLEX	130652	1225			g a u
2062	Mangareva	Mangareva	mang1401	1403	to bite	eti	eti	POLLEX	14519	77			e t i
5797	Hawaiian	Hawaiian	hawa1245	1403	to bite	nahu	nahu	71458	14332	1225			n a h u
3248	Sikaiana	Sikaiana	sika1261	1403	to bite	nunu	nunu	POLLEX	145942	1324			n u n u
3534	North_Marquesan	Marquesan	nort2845	1403	to bite	nahu	nahu	POLLEX	89747	1225		nennahhu // kakahu	n a h u
5305	Rurutuan	Rurutuan	aust1304	1403	to bite	ʔooʔiniʔini	ʔooʔiniʔini	Meyer-128-2005	89803	350			ʔ oː ʔ i n i ʔ i n i
5306	Rurutuan	Rurutuan	aust1304	1403	to bite	paʔati	paʔati	Meyer-128-2005	89802	77			p a ʔ a t i
#
4462	Ra’ivavae	Ra'ivavae	aust1304	175	to blow	pupuhi	pupuhi	Tamaititahio-1213-2015	291276	1098			p u p u h i
4664	Tuamotuan	Tuamotu	tuam1242	175	to blow	puhi	puhi	POLLEX	108137	1098			p u h i
4665	Tuamotuan	Tuamotu	tuam1242	175	to blow	paa	paa	POLLEX	108136	1226			p aː
4666	Tuamotuan	Tuamotu	tuam1242	175	to blow	harara	harara	POLLEX	108135	1400		farara	h a r a r a
4667	Tuamotuan	Tuamotu	tuam1242	175	to blow	aŋi	aŋi	POLLEX	108133	1325			a ŋ i
802	Maori	Maori	maor1246	175	to blow	pupuhi	pupuhi	Biggs-85-2005	78986	1098			p u p u h i
803	Maori	Maori	maor1246	175	to blow	hua	hua	Biggs-85-2005	78985	1078			h u a
5185	Rurutuan	Rurutuan	aust1304	175	to blow	puʔi	puʔi	Meyer-128-2005	108112	1098			p u ʔ i
5186	Rurutuan	Rurutuan	aust1304	175	to blow	farara	farara	Meyer-128-2005	108111	1400			f a r a r a
1247	Tahitian	Tahitian (Modern)	tahi1242	175	to blow	puhi	puhi	Clark-173-2005	108122	1098			p u h i
1248	Tahitian	Tahitian (Modern)	tahi1242	175	to blow	farara	farara	Clark-173-2005	108121	1400			f a r a r a
