# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
3166	Sikaiana	Sikaiana	sika1261	1507	fruit	hua	hua	POLLEX	145977	33			h u a
3420	North_Marquesan	Marquesan	nort2845	1507	fruit	hua	hua	POLLEX	41450	33			h u a
5716	Hawaiian	Hawaiian	hawa1245	1507	fruit	hua	hua	71458	41464	33			h u a
#
4435	Ra’ivavae	Ra'ivavae	aust1304	1035	good	maitaʔi	maitaʔi	Tamaititahio-1213-2015	291303	374			m a i t a ʔ i
4629	Tuamotuan	Tuamotu	tuam1242	1035	good	meitaki	meitaki	POLLEX	122929	374		maitaki	m e i t a k i
4630	Tuamotuan	Tuamotu	tuam1242	1035	good	reka	reka	POLLEX	122927	340			r e k a
774	Maori	Maori	maor1246	1035	good	pai	pai	Biggs-85-2005	58276	1291			p a i
5154	Rurutuan	Rurutuan	aust1304	1035	good	maitaʔi	maitaʔi	Meyer-128-2005	58319	374			m a i t a ʔ i
1218	Tahitian	Tahitian (Modern)	tahi1242	1035	good	maita'i	maita'i	Clark-173-2005	58364	374			m a i t a ʔ i
5663	Hawaiian	Hawaiian	hawa1245	1035	good	maika'i	maika'i	71458	58243	374			m a i k a ʔ i
1643	Rapanui	Rapanui (Easter Island)	rapa1244	1035	good	rivariva	rivariva	POLLEX	133546	415			r i v a r i v a
1644	Rapanui	Rapanui (Easter Island)	rapa1244	1035	good	reka	reka	POLLEX	58455	340			r e k a
1897	Mangareva	Mangareva	mang1401	1035	good	porotu	porotu	POLLEX	321583	277			p o r o t u
1898	Mangareva	Mangareva	mang1401	1035	good	meitetaki	meitetaki	POLLEX	122926	1463		reka	m a r i e
3118	Sikaiana	Sikaiana	sika1261	1035	good	tau/leka/leka/	leka	POLLEX	58434	340			l e k a
3349	North_Marquesan	Marquesan	nort2845	1035	good	kanahau	kanahau	POLLEX	135740	1124			k a n a h a u
3350	North_Marquesan	Marquesan	nort2845	1035	good	meitaì	meitaì	POLLEX	120880	374			m e i t a ʔ i
3351	North_Marquesan	Marquesan	nort2845	1035	good	'eka	'eka	POLLEX	120879	340			ʔ e k a
#
4695	Tuamotuan	Tuamotu	tuam1242	606	grass	moouku	moouku	POLLEX	105368	1063		maauku	m oː u k u
825	Maori	Maori	maor1246	606	grass	karaaihe	karaaihe	Biggs-85-2005	41854	1032			k a r aː i h e
5207	Rurutuan	Rurutuan	aust1304	606	grass	matie	matie	Meyer-128-2005	41897	299			m a t i e
1268	Tahitian	Tahitian (Modern)	tahi1242	606	grass	matie	matie	Clark-173-2005	41942	299			m a t i e
1705	Rapanui	Rapanui (Easter Island)	rapa1244	606	grass	mouku	mouku	POLLEX	105378	1063		mauku	m o u k u
1961	Mangareva	Mangareva	mang1401	606	grass	mutie	mutie	POLLEX	42008	299			m u t i e
3165	Sikaiana	Sikaiana	sika1261	606	grass	veve	veve	POLLEX	90603	681			v e v e
3419	North_Marquesan	Marquesan	nort2845	606	grass	mutie	mutie	POLLEX	41807	299			m u t i e
5715	Hawaiian	Hawaiian	hawa1245	606	grass	mau'u	mau'u	71458	41821	1063			m a u ʔ u
#
4448	Ra’ivavae	Ra'ivavae	aust1304	1425	green	matie	matie	Tamaititahio-1213-2015	291290	35			m a t i e
4644	Tuamotuan	Tuamotu	tuam1242	1425	green	matie	matie	POLLEX	135646	35			m a t i e
788	Maori	Maori	maor1246	1425	green	kaakaariki	kaakaariki	Biggs-85-2005	53635	1299			k aː k aː r i k i
5169	Rurutuan	Rurutuan	aust1304	1425	green	matie	matie	Meyer-128-2005	53678	35			m a t i e
1232	Tahitian	Tahitian (Modern)	tahi1242	1425	green	niinamu	niinamu	Clark-173-2005	122638	274			n iː n a m u
1233	Tahitian	Tahitian (Modern)	tahi1242	1425	green	matie	matie	Clark-173-2005	122637	35			m a t i e
5676	Hawaiian	Hawaiian	hawa1245	1425	green	ma'oma'o	ma'oma'o	71458	53602	1041			m a ʔ o m a ʔ o
1663	Rapanui	Rapanui (Easter Island)	rapa1244	1425	green	mata	mata	POLLEX	130637	35			m a t a
1915	Mangareva	Mangareva	mang1401	1425	green	moto	moto	POLLEX	321596	123		moto	m o t o
3131	Sikaiana	Sikaiana	sika1261	1425	green	m/moto/	moto	POLLEX	53793	35			m o t o
3373	North_Marquesan	Marquesan	nort2845	1425	green	ʔoutite'e	ʔoutite'e	POLLEX	135736	720		ki óu ti teé	ʔ o u t i t e ʔ e
#
5322	Rurutuan	Rurutuan	aust1304	1040	hair	rouru	rouru	Meyer-128-2005	9053	815			r o u r u
4815	Tuamotuan	Tuamotu	tuam1242	1040	hair	roouru	roouru	POLLEX	88625	815			r oː u r u
4816	Tuamotuan	Tuamotu	tuam1242	1040	hair	huru	huru	POLLEX	88624	695			h u r u
4563	Ra’ivavae	Ra'ivavae	aust1304	1040	hair	huGuhuGu poʔo	huGuhuGu poʔo	Tamaititahio-1213-2015	291176	695			h u ɢ u h u ɢ u p o ʔ o
918	Maori	Maori	maor1246	1040	hair	makawe	makawe	Biggs-85-2005	9010	1427			m a k a w e
1369	Tahitian	Tahitian (Modern)	tahi1242	1040	hair	rouru	rouru	Clark-173-2005	9098	815			r o u r u
1813	Rapanui	Rapanui (Easter Island)	rapa1244	1040	hair	oho	oho	POLLEX	133549	463			o h o
1814	Rapanui	Rapanui (Easter Island)	rapa1244	1040	hair	huruhuru	huruhuru	POLLEX	133548	695		huru/huru	h u r u h u r u
2078	Mangareva	Mangareva	mang1401	1040	hair	rauo'o	rauo'o	POLLEX	321423	815		rouro	r a u o ʔ o
5815	Hawaiian	Hawaiian	hawa1245	1040	hair	lauoho	lauoho	71458	8977	815			l a u o h o
3264	Sikaiana	Sikaiana	sika1261	1040	hair	laulu	laulu	POLLEX	145931	815			l a u l u
3553	North_Marquesan	Marquesan	nort2845	1040	hair	'ouoho	'ouoho	POLLEX	135705	815			ʔ o u o h o
3554	North_Marquesan	Marquesan	nort2845	1040	hair	hu'u	hu'u	POLLEX	8963	695			h u ʔ u
#
4587	Ra’ivavae	Ra'ivavae	aust1304	1277	hand	Gima	Gima	Tamaititahio-1213-2015	291152	36			ɢ i m a
944	Maori	Maori	maor1246	1277	hand	ringa(ringa)	ringa	Biggs-85-2005	85	36			r i ŋ a
1398	Tahitian	Tahitian (Modern)	tahi1242	1277	hand	rima	rima	Clark-173-2005	173	36			r i m a
5356	Rurutuan	Rurutuan	aust1304	1277	hand	rima	rima	Meyer-128-2005	128	36			r i m a
1846	Rapanui	Rapanui (Easter Island)	rapa1244	1277	hand	rima	rima	POLLEX	130656	36			r i m a
2108	Mangareva	Mangareva	mang1401	1277	hand	rima	rima	POLLEX	321399	36		rima	r i m a
4847	Tuamotuan	Tuamotu	tuam1242	1277	hand	rima	rima	POLLEX	83893	36			r i m a
4848	Tuamotuan	Tuamotu	tuam1242	1277	hand	kapu	kapu	POLLEX	83892	1216			k a p u
3291	Sikaiana	Sikaiana	sika1261	1277	hand	lima	lima	POLLEX	243	36			l i m a
3584	North_Marquesan	Marquesan	nort2845	1277	hand	ìma	ìma	POLLEX	38	36			ʔ i m a
5842	Hawaiian	Hawaiian	hawa1245	1277	hand	lima	lima	71458	52	36			l i m a
#
4418	Ra’ivavae	Ra'ivavae	aust1304	2642	he/she	ʔōna	ʔōna	Tamaititahio-1213-2015	291351	954			ʔ oː n a
4419	Ra’ivavae	Ra'ivavae	aust1304	2642	he/she	ʔoia	ʔoia	Tamaititahio-1213-2015	291350	37			ʔ o i a
4607	Tuamotuan	Tuamotu	tuam1242	2642	he/she	ia	ia	POLLEX	65577	37			i a
751	Maori	Maori	maor1246	2642	he/she	ia	ia	Biggs-85-2005	65416	37			i a
5128	Rurutuan	Rurutuan	aust1304	2642	he/she	ʔoia	ʔoia	Meyer-128-2005	118884	37			ʔ o i a
5129	Rurutuan	Rurutuan	aust1304	2642	he/she	ʔoona	ʔoona	Meyer-128-2005	118883	954			ʔ oː n a
1196	Tahitian	Tahitian (Modern)	tahi1242	2642	he/she	'oona	'oona	Clark-173-2005	65504	954			ʔ oː n a
5639	Hawaiian	Hawaiian	hawa1245	2642	he/she	['o]ia	ia	71458	65383	37			i a
1620	Rapanui	Rapanui (Easter Island)	rapa1244	2642	he/she	ia	ia	POLLEX	65595	37			i a
1875	Mangareva	Mangareva	mang1401	2642	he/she	ia/koia	koia	POLLEX	321449	37			k o i a
3101	Sikaiana	Sikaiana	sika1261	2642	he/she	ia	ia	POLLEX	65574	37			i a
3321	North_Marquesan	Marquesan	nort2845	2642	he/she	ia	ia	POLLEX	65369	37			i a
#
5324	Rurutuan	Rurutuan	aust1304	1256	head	pao	pao	Meyer-128-2005	88556	341			p a o
5325	Rurutuan	Rurutuan	aust1304	1256	head	upoʔo	upoʔo	Meyer-128-2005	88555	124			u p o ʔ o
4819	Tuamotuan	Tuamotu	tuam1242	1256	head	upoko	upoko	POLLEX	88569	124			u p o k o
4820	Tuamotuan	Tuamotu	tuam1242	1256	head	uru	uru	POLLEX	88568	38			u r u
4565	Ra’ivavae	Ra'ivavae	aust1304	1256	head	upoʔo	upoʔo	Tamaititahio-1213-2015	291174	124			u p o ʔ o
920	Maori	Maori	maor1246	1256	head	upoko	upoko	Biggs-85-2005	8296	124			u p o k o
1371	Tahitian	Tahitian (Modern)	tahi1242	1256	head	upo'o	upo'o	Clark-173-2005	8384	124			u p o ʔ o
1816	Rapanui	Rapanui (Easter Island)	rapa1244	1256	head	puoko	puoko	POLLEX	8475	124			p u o k o
2080	Mangareva	Mangareva	mang1401	1256	head	o'o	o'o	POLLEX	321421	558			o ʔ o
2081	Mangareva	Mangareva	mang1401	1256	head	upoko	upoko	POLLEX	8450	124			u p o k o
5817	Hawaiian	Hawaiian	hawa1245	1256	head	po'o	po'o	71458	8263	124			p o ʔ o
3266	Sikaiana	Sikaiana	sika1261	1256	head	poho/ulu/	poho	POLLEX	8454	124			p o h o
3556	North_Marquesan	Marquesan	nort2845	1256	head	upoko	upoko	POLLEX	88552	124			u p o k o
3557	North_Marquesan	Marquesan	nort2845	1256	head	u'u	u'u	POLLEX	88551	38			u ʔ u
#
4457	Ra’ivavae	Ra'ivavae	aust1304	1210	heavy	toimaha	toimaha	Tamaititahio-1213-2015	291281	911			t o i m a h a
4657	Tuamotuan	Tuamotu	tuam1242	1210	heavy	tuʔatuʔa	tuʔatuʔa	POLLEX	90664	915			t u ʔ a t u ʔ a
797	Maori	Maori	maor1246	1210	heavy	taimaha	taimaha	Biggs-85-2005	50422	911			t a i m a h a
5178	Rurutuan	Rurutuan	aust1304	1210	heavy	tiaʔa	tiaʔa	Meyer-128-2005	50465	911			t i a ʔ a
1242	Tahitian	Tahitian (Modern)	tahi1242	1210	heavy	toiaha	toiaha	Clark-173-2005	79357	911		teiaha	t o i a h a
1674	Rapanui	Rapanui (Easter Island)	rapa1244	1210	heavy	pagaha'a	pagaha'a	POLLEX	130639	916			p a g a h a ʔ a
1928	Mangareva	Mangareva	mang1401	1210	heavy	kikikiki	kikikiki	POLLEX	321559	486			k i k i k i k i
1929	Mangareva	Mangareva	mang1401	1210	heavy	teimaha	teimaha	POLLEX	50576	911			t e i m a h a
5687	Hawaiian	Hawaiian	hawa1245	1210	heavy	kaumaha	kaumaha	71458	50389	911			k a u m a h a
3142	Sikaiana	Sikaiana	sika1261	1210	heavy	mmaha	mmaha	POLLEX	50580	911			m m a h a
3387	North_Marquesan	Marquesan	nort2845	1210	heavy	toko	toko	POLLEX	135731	774			t o k o
3388	North_Marquesan	Marquesan	nort2845	1210	heavy	tono	tono	POLLEX	50375	722			t o n o
#
4528	Ra’ivavae	Ra'ivavae	aust1304	1252	house	haGe	haGe	Tamaititahio-1213-2015	291210	342			h a ɢ e
4771	Tuamotuan	Tuamotu	tuam1242	1252	house	hare	hare	POLLEX	91373	342		fare	h a r e
883	Maori	Maori	maor1246	1252	house	whare	fare	Biggs-85-2005	21505	342			f a r e
1329	Tahitian	Tahitian (Modern)	tahi1242	1252	house	fare	fare	Clark-173-2005	21593	342			f a r e
5776	Hawaiian	Hawaiian	hawa1245	1252	house	hale	hale	71458	21472	342			h a l e
1774	Rapanui	Rapanui (Easter Island)	rapa1244	1252	house	hare	hare	POLLEX	21684	342			h a r e
2035	Mangareva	Mangareva	mang1401	1252	house	'are	'are	POLLEX	321486	342		àre	ʔ a r e
5278	Rurutuan	Rurutuan	aust1304	1252	house	ʔare	ʔare	Meyer-128-2005	21548	342			ʔ a r e
3228	Sikaiana	Sikaiana	sika1261	1252	house	hale	hale	POLLEX	21663	342			h a l e
3507	North_Marquesan	Marquesan	nort2845	1252	house	fa'e	fa'e	POLLEX	91358	342		ha'e	f a ʔ e
3508	North_Marquesan	Marquesan	nort2845	1252	house	aika	aika	POLLEX	91356	1089			a i k a
#
4405	Ra’ivavae	Ra'ivavae	aust1304	1239	how?	nā hea	nā hea	Tamaititahio-1213-2015	291327	194			n aː h e a
735	Maori	Maori	maor1246	1239	how?	peehea	peehea	Biggs-85-2005	68986	194			p eː h e a
5112	Rurutuan	Rurutuan	aust1304	1239	how?	naaʔea	naaʔea	Meyer-128-2005	69029	194			n aː ʔ e a
1181	Tahitian	Tahitian (Modern)	tahi1242	1239	how?	naafea	naafea	Clark-173-2005	69074	194			n aː f e a
5624	Hawaiian	Hawaiian	hawa1245	1239	how?	pehea	pehea	71458	68953	194			p e h e a
1606	Rapanui	Rapanui (Easter Island)	rapa1244	1239	how?	pe hé	pe hé	POLLEX	133552	194		pehe // pehea	p e h ʔ e
1863	Mangareva	Mangareva	mang1401	1239	how?	pe'ea	pe'ea	POLLEX	321441	194			p e ʔ e a
3086	Sikaiana	Sikaiana	sika1261	1239	how?	pehea	pehea	POLLEX	69144	194			p e h e a
3308	North_Marquesan	Marquesan	nort2845	1239	how?	peehea	peehea	POLLEX	68939	194			p eː h e a
#
4532	Ra’ivavae	Ra'ivavae	aust1304	1200	husband	tāne	tāne	Tamaititahio-1213-2015	291206	343			t aː n e
4775	Tuamotuan	Tuamotu	tuam1242	1200	husband	taane	taane	POLLEX	20238	343			t aː n e
887	Maori	Maori	maor1246	1200	husband	taane	taane	Biggs-85-2005	20077	343			t aː n e
1335	Tahitian	Tahitian (Modern)	tahi1242	1200	husband	taane	taane	Clark-173-2005	20165	343			t aː n e
1779	Rapanui	Rapanui (Easter Island)	rapa1244	1200	husband	kenu	kenu	POLLEX	130649	448			k e n u
5780	Hawaiian	Hawaiian	hawa1245	1200	husband	kāne	kāne	71458	20044	343			k aː n e
2040	Mangareva	Mangareva	mang1401	1200	husband	a'ana	a'ana	POLLEX	321482	300			a ʔ a n a
5284	Rurutuan	Rurutuan	aust1304	1200	husband	taane	taane	Meyer-128-2005	20120	343			t aː n e
3512	North_Marquesan	Marquesan	nort2845	1200	husband	hahana	hahana	POLLEX	20030	328			h a h a n a
#
736	Maori	Maori	maor1246	1459	if	me (hemea)	me	Biggs-85-2005	68629	955			m e
5113	Rurutuan	Rurutuan	aust1304	1459	if	ʔaʔiri	ʔaʔiri	Meyer-128-2005	118900	978		ʔia	ʔ a ʔ i r i
5114	Rurutuan	Rurutuan	aust1304	1459	if	mai te paʔau	mai te paʔau	Meyer-128-2005	118898	1076		mai te peu // mai te mea	m a i t e p a ʔ a u
1182	Tahitian	Tahitian (Modern)	tahi1242	1459	if	'ia	'ia	Clark-173-2005	68717	229			ʔ i a
5625	Hawaiian	Hawaiian	hawa1245	1459	if	inā	inā	71458	68596	1205			i n aː
1607	Rapanui	Rapanui (Easter Island)	rapa1244	1459	if	ana	ana	POLLEX	68808	1090			a n a
3087	Sikaiana	Sikaiana	sika1261	1459	if	pela	pela	POLLEX	145937	647			p e l a
3088	Sikaiana	Sikaiana	sika1261	1459	if	hano	hano	POLLEX	145936	1205			h a n o
3309	North_Marquesan	Marquesan	nort2845	1459	if	me	me	POLLEX	68582	955			m e
#
4425	Ra’ivavae	Ra'ivavae	aust1304	1460	in, inside	Goto	Goto	Tamaititahio-1213-2015	291313	956			ɢ o t o
4618	Tuamotuan	Tuamotu	tuam1242	1460	in, inside	roto	roto	POLLEX	62007	956			r o t o
762	Maori	Maori	maor1246	1460	in, inside	i roto	i roto	Biggs-85-2005	61846	956			i r o t o
5140	Rurutuan	Rurutuan	aust1304	1460	in, inside	roto	roto	Meyer-128-2005	61889	956			r o t o
1207	Tahitian	Tahitian (Modern)	tahi1242	1460	in, inside	i roto	i roto	Clark-173-2005	61934	956			i r o t o
5652	Hawaiian	Hawaiian	hawa1245	1460	in, inside	lo|ko	loko	71458	121157	956			l o k o
1631	Rapanui	Rapanui (Easter Island)	rapa1244	1460	in, inside	roto	roto	POLLEX	123161	956			r o t o
1884	Mangareva	Mangareva	mang1401	1460	in, inside	roto	roto	POLLEX	321573	956			r o t o
3109	Sikaiana	Sikaiana	sika1261	1460	in, inside	i loto	i loto	POLLEX	145976	956			i l o t o
3333	North_Marquesan	Marquesan	nort2845	1460	in, inside	'oto	'oto	POLLEX	123153	956		ioo	ʔ o t o
#
4829	Tuamotuan	Tuamotu	tuam1242	1991	intestines	ŋaakau	ŋaakau	POLLEX	5601	244			ŋ aː k a u
4573	Ra’ivavae	Ra'ivavae	aust1304	1991	intestines	ʔaviGi	ʔaviGi	Tamaititahio-1213-2015	291166	908			ʔ a v i ɢ i
928	Maori	Maori	maor1246	1991	intestines	wheekau	feːkau	Biggs-85-2005	5440	244			f eː k a u
1379	Tahitian	Tahitian (Modern)	tahi1242	1991	intestines	'aa'au	'aa'au	Clark-173-2005	5528	244			ʔ aː ʔ a u
1825	Rapanui	Rapanui (Easter Island)	rapa1244	1991	intestines	kokoma	kokoma	POLLEX	88885	696			k o k o m a
2090	Mangareva	Mangareva	mang1401	1991	intestines	manava	manava	POLLEX	321413	561			m a n a v a
5825	Hawaiian	Hawaiian	hawa1245	1991	intestines	na'au	na'au	71458	5407	244			n a ʔ a u
5337	Rurutuan	Rurutuan	aust1304	1991	intestines	ʔaaʔau	ʔaaʔau	Meyer-128-2005	5483	244			ʔ aː ʔ a u
3274	Sikaiana	Sikaiana	sika1261	1991	intestines	kautae	kautae	POLLEX	145927	244			k a u t a e
3566	North_Marquesan	Marquesan	nort2845	1991	intestines	koekoe	koekoe	POLLEX	5393	696			k o e k o e
#
4684	Tuamotuan	Tuamotu	tuam1242	624	lake	roto	roto	POLLEX	107834	1091			r o t o
4685	Tuamotuan	Tuamotu	tuam1242	624	lake	rano	rano	POLLEX	107833	41			r a n o
814	Maori	Maori	maor1246	624	lake	roto	roto	Biggs-85-2005	44710	1091			r o t o
5197	Rurutuan	Rurutuan	aust1304	624	lake	roto	roto	Meyer-128-2005	44753	1091			r o t o
1259	Tahitian	Tahitian (Modern)	tahi1242	624	lake	roto	roto	Clark-173-2005	44798	1091			r o t o
5705	Hawaiian	Hawaiian	hawa1245	624	lake	loko	loko	71458	44677	1091			l o k o
1695	Rapanui	Rapanui (Easter Island)	rapa1244	624	lake	rano	rano	POLLEX	44889	41			r a n o
1952	Mangareva	Mangareva	mang1401	624	lake	rano	rano	POLLEX	321545	41		rano	r a n o
3407	North_Marquesan	Marquesan	nort2845	624	lake	vai óto	vai óto	POLLEX	44663	1091			v a i ʔ o t o
#
4480	Ra’ivavae	Ra'ivavae	aust1304	628	leaf	GaueGe	GaueGe	Tamaititahio-1213-2015	291258	42			ɢ a u e ɢ e
4699	Tuamotuan	Tuamotu	tuam1242	628	leaf	rau	rau	POLLEX	40587	42			r a u
829	Maori	Maori	maor1246	628	leaf	rau	rau	Biggs-85-2005	40426	42			r a u
5211	Rurutuan	Rurutuan	aust1304	628	leaf	rauʔere	rauʔere	Meyer-128-2005	77779	42		raoʔere	r a u ʔ e r e
1272	Tahitian	Tahitian (Modern)	tahi1242	628	leaf	rau'ere	rau'ere	Clark-173-2005	77790	42		rao'ere	r a u ʔ e r e
1709	Rapanui	Rapanui (Easter Island)	rapa1244	628	leaf	raupá	raupá	POLLEX	133556	42		rau/pa // rau	r a u p a
1966	Mangareva	Mangareva	mang1401	628	leaf	rau	rau	POLLEX	321534	42		rau	r a u
3169	Sikaiana	Sikaiana	sika1261	628	leaf	lau	lau	POLLEX	40584	42			l a u
3423	North_Marquesan	Marquesan	nort2845	628	leaf	àu	àu	POLLEX	40379	42			ʔ a u
5719	Hawaiian	Hawaiian	hawa1245	628	leaf	lau	lau	71458	40393	42			l a u
#
4586	Ra’ivavae	Ra'ivavae	aust1304	244	left	ʔaui	ʔaui	Tamaititahio-1213-2015	291153	43			ʔ a u i
943	Maori	Maori	maor1246	244	left	mauii	mauii	Biggs-85-2005	442	43			m a u iː
1397	Tahitian	Tahitian (Modern)	tahi1242	244	left	'aui	'aui	Clark-173-2005	530	43			ʔ a u i
1845	Rapanui	Rapanui (Easter Island)	rapa1244	244	left	maui	maui	POLLEX	130655	43			m a u i
2107	Mangareva	Mangareva	mang1401	244	left	'ema	'ema	POLLEX	321400	196		'ema // hema	ʔ e m a
4846	Tuamotuan	Tuamotu	tuam1242	244	left	hema	hema	POLLEX	603	196			h e m a
5841	Hawaiian	Hawaiian	hawa1245	244	left	hema	hema	71458	409	196			h e m a
5355	Rurutuan	Rurutuan	aust1304	244	left	ʔaui	ʔaui	Meyer-128-2005	485	43			ʔ a u i
3290	Sikaiana	Sikaiana	sika1261	244	left	vale	vale	POLLEX	145920	697			v a l e
3583	North_Marquesan	Marquesan	nort2845	244	left	'ima a'ea'e	'ima a'ea'e	POLLEX	135700	565		akeake	ʔ i m a a ʔ e a ʔ e
#
4584	Ra’ivavae	Ra'ivavae	aust1304	2098	leg/foot	umaha	umaha	Tamaititahio-1213-2015	291155	909			u m a h a
940	Maori	Maori	maor1246	2098	leg/foot	waewae	waewae	Biggs-85-2005	1156	44			w a e w a e
1395	Tahitian	Tahitian (Modern)	tahi1242	2098	leg/foot	'aavae	'aavae	Clark-173-2005	1244	44			ʔ aː v a e
1843	Rapanui	Rapanui (Easter Island)	rapa1244	2098	leg/foot	va'e	va'e	POLLEX	133544	44		ba'e	v a ʔ e
2105	Mangareva	Mangareva	mang1401	2098	leg/foot	a'ape	a'ape	POLLEX	321401	570			a ʔ a p e
4844	Tuamotuan	Tuamotu	tuam1242	2098	leg/foot	vae	vae	POLLEX	1317	44			v a e
5839	Hawaiian	Hawaiian	hawa1245	2098	leg/foot	wāwae	wāwae	71458	1123	44			w aː w a e
3287	Sikaiana	Sikaiana	sika1261	2098	leg/foot	vae	vae	POLLEX	83959	44			v a e
3288	Sikaiana	Sikaiana	sika1261	2098	leg/foot	tapuae	tapuae	POLLEX	83958	816			t a p u a e
3580	North_Marquesan	Marquesan	nort2845	2098	leg/foot	vae	vae	POLLEX	1109	44			v a e
5353	Rurutuan	Rurutuan	aust1304	2098	leg/foot	ʔaavae	ʔaavae	Meyer-128-2005	1199	44			ʔ aː v a e
#
4464	Ra’ivavae	Ra'ivavae	aust1304	1654	lightning	uiGa	uiGa	Tamaititahio-1213-2015	291274	523			u i ɢ a
4670	Tuamotuan	Tuamotu	tuam1242	1654	lightning	uira	uira	POLLEX	108039	523			u i r a
4671	Tuamotuan	Tuamotu	tuam1242	1654	lightning	rapa	rapa	POLLEX	108038	1392			r a p a
805	Maori	Maori	maor1246	1654	lightning	uira	uira	Biggs-85-2005	47923	523			u i r a
5188	Rurutuan	Rurutuan	aust1304	1654	lightning	uira	uira	Meyer-128-2005	47966	523			u i r a
1250	Tahitian	Tahitian (Modern)	tahi1242	1654	lightning	uira	uira	Clark-173-2005	48011	523			u i r a
5696	Hawaiian	Hawaiian	hawa1245	1654	lightning	uila	uila	71458	47890	523			u i l a
1685	Rapanui	Rapanui (Easter Island)	rapa1244	1654	lightning	uira	uira	POLLEX	133558	523		'uira	u i r a
1941	Mangareva	Mangareva	mang1401	1654	lightning	uira	uira	POLLEX	48077	523			u i r a
3149	Sikaiana	Sikaiana	sika1261	1654	lightning	uila	uila	POLLEX	48081	523			u i l a
3398	North_Marquesan	Marquesan	nort2845	1654	lightning	uià	uià	POLLEX	47876	523			u i ʔ a
#
5824	Hawaiian	Hawaiian	hawa1245	1224	liver	ake	ake	71458	5764	45			a k e
4572	Ra’ivavae	Ra'ivavae	aust1304	1224	liver	ʔūpaʔa	ʔūpaʔa	Tamaititahio-1213-2015	291167	1092			ʔ uː p a ʔ a
927	Maori	Maori	maor1246	1224	liver	ate	ate	Biggs-85-2005	5797	45			a t e
1378	Tahitian	Tahitian (Modern)	tahi1242	1224	liver	'upa'a	'upa'a	Clark-173-2005	5885	1092			ʔ u p a ʔ a
1824	Rapanui	Rapanui (Easter Island)	rapa1244	1224	liver	ate	ate	POLLEX	88336	45		àte	a t e
2088	Mangareva	Mangareva	mang1401	1224	liver	kakaroumei	kakaroumei	POLLEX	321414	560			k a k a r o u m e i
2089	Mangareva	Mangareva	mang1401	1224	liver	ate	ate	POLLEX	5951	45			a t e
5335	Rurutuan	Rurutuan	aust1304	1224	liver	ate	ate	Meyer-128-2005	88330	45			a t e
5336	Rurutuan	Rurutuan	aust1304	1224	liver	ʔupaʔa	ʔupaʔa	Meyer-128-2005	88329	1092			ʔ u p a ʔ a
3273	Sikaiana	Sikaiana	sika1261	1224	liver	ate	ate	POLLEX	5955	45			a t e
3565	North_Marquesan	Marquesan	nort2845	1224	liver	ate	ate	POLLEX	5750	45			a t e
4828	Tuamotuan	Tuamotu	tuam1242	1224	liver	ate	ate	POLLEX	5958	45			a t e
#
4444	Ra’ivavae	Ra'ivavae	aust1304	1203	long	Goa	Goa	Tamaititahio-1213-2015	291294	245			ɢ o a
4639	Tuamotuan	Tuamotu	tuam1242	1203	long	roa	roa	POLLEX	55224	245			r o a
783	Maori	Maori	maor1246	1203	long	roa	roa	Biggs-85-2005	55063	245			r o a
5165	Rurutuan	Rurutuan	aust1304	1203	long	roa	roa	Meyer-128-2005	55106	245			r o a
1228	Tahitian	Tahitian (Modern)	tahi1242	1203	long	roa	roa	Clark-173-2005	55151	245			r o a
5672	Hawaiian	Hawaiian	hawa1245	1203	long	loa	loa	71458	55030	245			l o a
1657	Rapanui	Rapanui (Easter Island)	rapa1244	1203	long	roa	roa	POLLEX	55242	245			r o a
1908	Mangareva	Mangareva	mang1401	1203	long	roa	roa	POLLEX	321592	482			r o a
3127	Sikaiana	Sikaiana	sika1261	1203	long	l/loa	loa	POLLEX	122486	245		lo/loa/	l o a
3364	North_Marquesan	Marquesan	nort2845	1203	long	'oa	'oa	POLLEX	55016	245			ʔ o a
#
4486	Ra’ivavae	Ra'ivavae	aust1304	1392	louse	ʔutuʔu	ʔutuʔu	Tamaititahio-1213-2015	291252	46			ʔ u t u ʔ u
4706	Tuamotuan	Tuamotu	tuam1242	1392	louse	kutu	kutu	POLLEX	38445	46			k u t u
835	Maori	Maori	maor1246	1392	louse	kutu	kutu	Biggs-85-2005	38284	46			k u t u
5217	Rurutuan	Rurutuan	aust1304	1392	louse	ʔutu	ʔutu	Meyer-128-2005	38327	46			ʔ u t u
1278	Tahitian	Tahitian (Modern)	tahi1242	1392	louse	'utu	'utu	Clark-173-2005	38372	46			ʔ u t u
1716	Rapanui	Rapanui (Easter Island)	rapa1244	1392	louse	kutu	kutu	POLLEX	38463	46			k u t u
1973	Mangareva	Mangareva	mang1401	1392	louse	kutu	kutu	POLLEX	321529	46		kutu	k u t u
3178	Sikaiana	Sikaiana	sika1261	1392	louse	kutu	kutu	POLLEX	38442	46			k u t u
3430	North_Marquesan	Marquesan	nort2845	1392	louse	'utu	'utu	POLLEX	105123	46		kutu	ʔ u t u
3431	North_Marquesan	Marquesan	nort2845	1392	louse	kutu papa	kutu papa	POLLEX	105124	46			k u t u p a p a
