ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV
1926	Mangareva_239	Mangareva	to burn	mang1401	ta'u	2102	239	144	mrv	POLLEX	Set alight, burn, tend fire	8	False	abvd-abvd-239-257	ta'u	t a ʔ u	122775		8---to burn	1326	cvcv
2178	Luangiua_238	Luangiua	to burn	onto1237	kuŋi	2102	238	144	ojv	POLLEX	Set alight to (Tpe)	7	False	abvd-abvd-238-157	kuŋi	k u ŋ i	51289		7---to burn	1227	cvcv
2399	TongaTongaIslands_136	Tongan	to burn	tong1325	tutu	2102	136	144	ton	117207		6	False	abvd-abvd-136-154	tutu	t u + t u	51187		6---to burn	1099	cvcv
2627	RakahangaManihiki_589	Manihiki	to burn	raka1237	tutu	2102	589	144	rkh	Clark-589-2008	to burn	6	False	abvd-abvd-589-223	tutu	t u + t u	153399		6---to burn	1099	cvcv
2628	RakahangaManihiki_589	Manihiki	to burn	raka1237	kaa	2102	589	144	rkh	Clark-589-2008	(v.i.)	62	False	abvd-abvd-589-222	kaa	k aː	153398		62---to burn	1125	cv
2898	Tikopia_155	Tikopia	to burn	tiko1237	tutu	2102	155	144	tkp	POLLEX	Kindle, set light to; heat (Fth)	6	False	abvd-abvd-155-182	tutu	t u + t u	122759		6---to burn	1099	cvcv
2899	Tikopia_155	Tikopia	to burn	tiko1237	tafu	2102	155	144	tkp	POLLEX	Set on fire	8	False	abvd-abvd-155-181	tafu	t a f u	122758		8---to burn	1326	cvcv
3139	Sikaiana_243	Sikaiana	to burn	sika1261	tutu	2102	243	144	sky	POLLEX	Set alight	6	False	abvd-abvd-243-164	tutu	t u + t u	120803		6---to burn	1099	cvcv
3140	Sikaiana_243	Sikaiana	to burn	sika1261	tuunia	2102	243	144	sky	POLLEX	To set alight to (Sps)	7	False	abvd-abvd-243-163	tuunia	t uː n i + a	120802		7---to burn	1227	cvcvv
3384	NorthMarquesan_38	Marquesan	to burn	nort2845	hakau'a	2102	38	144	mrq	POLLEX	to light a fire (or lamp); by extension turn on an electric light	3	False	abvd-abvd-38-264	hakau'a	h a k a + u ʔ a	135732		3---to burn	676	cvcvvcv
3385	NorthMarquesan_38	Marquesan	to burn	nort2845	tutu	2102	38	144	mrq	POLLEX	Incendier, bruler, mettre le feu a quelque chose (Dln)	6	False	abvd-abvd-38-263	tutu	t u t u	51089		6---to burn	1099	cvcv
3672	EastFutuna_210	Futuna, East	to burn	east2447	susunu	2102	210	144	fud	POLLEX		6	False	abvd-abvd-210-232	susunu	s u + s u n u	90885	tutu	6---to burn	1099	cvcvcv
3994	Pukapuka_152	Pukapuka	to burn	puka1242	tutu	2102	152	144	pkp	Salisbury-152-2005		6	False	abvd-abvd-152-252	tutu	t u + t u	51203		6---to burn	1099	cvcv
4258	Mele-Fila_1163	Fila	to burn	mele1250	tuŋia	2102	1163	144	mxe	52375		7	False	abvd-abvd-1163-130	tuŋia	t u ŋ i + a	273719		7---to burn	1227	cvcvv
4455	Austral_1213	Ra'ivavae	to burn	aust1304	tutuʔi	2102	1213	144	aut	Tamaititahio-1213-2015		7	False	abvd-abvd-1213-133	tutuʔi	t u + t u ʔ i	291283		7---to burn	1227	cvcvcv
4654	Tuamotuan_246	Tuamotu	to burn	tuam1242	tuŋi	2102	246	144	pmt	POLLEX	Light, kindle, set fire to (Stn)	7	False	abvd-abvd-246-212	tuŋi	t u ŋ i	122780		7---to burn	1227	cvcv
4655	Tuamotuan_246	Tuamotu	to burn	tuam1242	tahu	2102	246	144	pmt	POLLEX	Prepare or light fire, prepare oven (Stn)	8	False	abvd-abvd-246-211	tahu	t a h u	122779		8---to burn	1326	cvcv
4917	Niuean_247	Niue	to burn	niue1239	tungi	2102	247	144	niu	POLLEX	To kindle, to light a fire	7	False	abvd-abvd-247-205	tungi	t u ŋ i	122782		7---to burn	1227	cvcv
4918	Niuean_247	Niue	to burn	niue1239	tafu	2102	247	144	niu	POLLEX	Make fire, light fire, tend fire, cook (I)	8	False	abvd-abvd-247-204	tafu	t a f u	122781		8---to burn	1326	cvcv
5176	Austral_128	Rurutuan	to burn	aust1304	ʔaʔaʔama	2102	128	144	aut	Meyer-128-2005			False	abvd-abvd-128-189	ʔaʔaʔama	ʔ a + ʔ a ʔ a m a	51179		5176---to burn	983	cvcvcvcv
5434	FutunaAniwa_156	Futuna-Aniwa	to burn	futu1245	tuŋ/tuŋia/	2102	156	144	fut	POLLEX	Burn many things	7	False	abvd-abvd-156-219	tuŋia	t u ŋ i + a	119491	tugi/a // tungia	7---to burn	1227	cvcvv
5684	Hawaiian_52	Hawaiian	to burn	hawa1245	kuni	2102	52	144	haw	71458	(<i)	7	False	abvd-abvd-52-163	kuni	k u n i	79449		7---to burn	1227	cvcv
5685	Hawaiian_52	Hawaiian	to burn	hawa1245	'ā	2102	52	144	haw	71458	(<i)	62	False	abvd-abvd-52-162	'ā	ʔ aː	79448		62---to burn	1125	cv
5934	Rarotongan_58	Rarotongan	to burn	raro1241	tutungi	2102	58	144	rar	POLLEX	Pass. tuungia Set fire to, kindle, light (match, lamp, cigarette, etc.) (Buse)	7	False	abvd-abvd-58-247	tutungi	t u + t u ŋ i	122752		7---to burn	1227	cvcvcv
5935	Rarotongan_58	Rarotongan	to burn	raro1241	ta'u	2102	58	144	rar	POLLEX	Cook, burn, set on fire (Sve)	8	False	abvd-abvd-58-246	ta'u	t a ʔ u	122751		8---to burn	1326	cvcv
6209	Penrhyn_235	Penrhyn	to burn	penr1237	tahu	2102	235	144	pnh	POLLEX	Burn, set on fire, firewood	8	False	abvd-abvd-235-150	tahu	t a h u	51286		8---to burn	1326	cvcv
6434	Nukuria_1212	Nukeria	to burn	nuku1259	ttuni	2102	1212	144	nur	Davletshin-1212-2015	(s.)	7	False	abvd-abvd-1212-196	ttuni	t t u n i	291005		7---to burn	1227	ccvcv
6717	Samoan_118	Samoan	to burn	samo1305	tafu	2102	118	144	smo	Blust-118-2005		8	False	abvd-abvd-118-199	tafu	t a f u	216792		8---to burn	1326	cvcv
6718	Samoan_118	Samoan	to burn	samo1305	susunu	2102	118	144	smo	Blust-118-2005		6	False	abvd-abvd-118-198	susunu	s u + s u n u	153135		6---to burn	1099	cvcvcv
6719	Samoan_118	Samoan	to burn	samo1305	mu	2102	118	144	smo	Blust-118-2005			False	abvd-abvd-118-197	mu	m u	51169		6719---to burn	1188	cv
6991	RennellBellona_206	Rennellese	to burn	renn1242	tutu	2102	206	144	mnv	POLLEX	Ignite, light (Ebt)	6	False	abvd-abvd-206-186	tutu	t u + t u	122763		6---to burn	1099	cvcv
6992	RennellBellona_206	Rennellese	to burn	renn1242	tuungia	2102	206	144	mnv	POLLEX	To be burned or on fire (Ebt)	7	False	abvd-abvd-206-185	tuungia	t uː ŋ i + a	122762		7---to burn	1227	cvcvv
7254	Tuvalu_753	Nanumea	to burn	tuva1244	tugia	2102	753	144	tvl	29903		7	False	abvd-abvd-753-195	tugia	t u g i + a	192343		7---to burn	1227	cvcvv
7255	Tuvalu_753	Nanumea	to burn	tuva1244	tafu	2102	753	144	tvl	29903		8	False	abvd-abvd-753-194	tafu	t a f u	192342		8---to burn	1326	cvcv
7501	Anuta_253	Anuta	to burn	anut1237	tutu	2102	253	144	aud	POLLEX	Kindle, ignite (Fbg)	6	False	abvd-abvd-253-165	tutu	t u t u	122785		6---to burn	1099	cvcv
7502	Anuta_253	Anuta	to burn	anut1237	tungia	2102	253	144	aud	POLLEX	Put fire to something, throw something in fire	7	False	abvd-abvd-253-164	tungia	t u ŋ i a	122784		7---to burn	1227	cvcvv
7503	Anuta_253	Anuta	to burn	anut1237	tapu	2102	253	144	aud	POLLEX	Make a fire	8	False	abvd-abvd-253-163	tapu	t a p u	122783		8---to burn	1326	cvcv
139	VaeakauTaumako_375	Vaeakau-Taumako	to buy	pile1238	tauia	1869	375	91	piv	Hovdhaugen-375-2009		9	False	abvd-abvd-375-117	tauia	t a u i + a	89493		9---to buy	1402	cvvvv
619	Polynesian_658	Proto-Polynesian	to buy	poly1242	*fakatau mai	1869	658	91		PawleyOC	PPn shows lexical replacement	9	False	abvd-abvd-658-106	*fakatau mai	f a k a + t a u _ m a i	169770		9---to buy	1402	cvcvcvv_cvv
853	Maori_85	Maori	to buy	maor1246	hoko	1869	85	91	mri	Biggs-85-2005		7	False	abvd-abvd-85-93	hoko	h o k o	32215		7---to buy	1228	cvcv
1059	Kapingamarangi_217	Kapingamarangi	to buy	kapi1249	hui	1869	217	91	kpg	POLLEX	Buy, sell, pay	8	False	abvd-abvd-217-127	hui	h u i	32347		8---to buy	1327	cvv
1297	Tahitian_173	Tahitian (Modern)	to buy	tahi1242	ho'o mai	1869	173	91	tah	Clark-173-2005		7	False	abvd-abvd-173-103	ho'o mai	h o ʔ o _ m a i	32303		7---to buy	1228	cvcv_cvv
1734	Rapanui_264	Rapanui (Easter Island)	to buy	rapa1244	mono	1869	264	91	rap	POLLEX	barter		False	abvd-abvd-264-143	mono	m o n o	133521		1734---to buy	438	cvcv
1735	Rapanui_264	Rapanui (Easter Island)	to buy	rapa1244	ho'o	1869	264	91	rap	POLLEX	Buy, sell, trade, exchange B. (Fts) [<]	7	True	abvd-abvd-264-142	ho'o	h o ʔ o	32394		7---to buy	1228	cvcv
1996	Mangareva_239	Mangareva	to buy	mang1401	'oko	1869	239	91	mrv	POLLEX	Buy, sell (I)	7	False	abvd-abvd-239-157	'oko	ʔ o k o	32369		7---to buy	1228	cvcv
2229	Luangiua_238	Luangiua	to buy	onto1237	sui	1869	238	91	ojv	POLLEX	Buy	8	False	abvd-abvd-238-103	sui	s u i	32368		8---to buy	1327	cvv
2455	TongaTongaIslands_136	Tongan	to buy	tong1325	fakatau	1869	136	91	ton	117207		9	False	abvd-abvd-136-97	fakatau	f a k a t a u	32266		9---to buy	1402	cvcvcvv
3195	Sikaiana_243	Sikaiana	to buy	sika1261	sui	1869	243	91	sky	POLLEX		8	False	abvd-abvd-243-106	sui	s u i	154818		8---to buy	1327	cvv
3459	NorthMarquesan_38	Marquesan	to buy	nort2845	ho'o	1869	38	91	mrq	POLLEX	Echanger, acheter, payer, vendre (Dln)	7	False	abvd-abvd-38-157	ho'o	h o ʔ o	93478	hoko	7---to buy	1228	cvcv
3749	EastFutuna_210	Futuna, East	to buy	east2447	totogi	1869	210	91	fud	POLLEX		10?	False	abvd-abvd-210-148	totogi	t o + t o g i	90872		10?---to buy	181	cvcvcv
3750	EastFutuna_210	Futuna, East	to buy	east2447	fakatau	1869	210	91	fud	POLLEX		9	False	abvd-abvd-210-147	fakatau	f a k a + t a u	90871		9---to buy	1402	cvcvcvv
4068	Pukapuka_152	Pukapuka	to buy	puka1242	oko	1869	152	91	pkp	Salisbury-152-2005		7	False	abvd-abvd-152-165	oko	o k o	32282		7---to buy	1228	vcv
4728	Tuamotuan_246	Tuamotu	to buy	tuam1242	hoko	1869	246	91	pmt	POLLEX	Exchange, barter	7	False	abvd-abvd-246-132	hoko	h o k o	32376		7---to buy	1228	cvcv
4983	Niuean_247	Niue	to buy	niue1239	taui	1869	247	91	niu	POLLEX	To pay, reward, revenge (McE)	9	False	abvd-abvd-247-131	taui	t a u i	32377		9---to buy	1402	cvvv
5240	Austral_128	Rurutuan	to buy	aust1304	ʔoʔo mai	1869	128	91	aut	Meyer-128-2005		7	False	abvd-abvd-128-123	ʔoʔo mai	ʔ o ʔ o _ m a i	32258		7---to buy	1228	cvcv_cvv
5496	FutunaAniwa_156	Futuna-Aniwa	to buy	futu1245	takamata	1869	156	91	fut	POLLEX		43	False	abvd-abvd-156-141	takamata	t a k a + m a t a	32286		43---to buy	865	cvcvcvcv
5742	Hawaiian_52	Hawaiian	to buy	hawa1245	kū'ai	1869	52	91	haw	71458			False	abvd-abvd-52-103	kū'ai	k uː ʔ a i	32182		5742---to buy	1050	cvcvv
6009	Rarotongan_58	Rarotongan	to buy	raro1241	'oko	1869	58	91	rar	POLLEX	Buy, sell, trade	7	False	abvd-abvd-58-161	'oko	ʔ o k o	32188		7---to buy	1228	cvcv
6261	Penrhyn_235	Penrhyn	to buy	penr1237	hoko	1869	235	91	pnh	POLLEX	Buy, sell B. [<] (loan from?-MW)	7	True	abvd-abvd-235-96	hoko	h o k o	32365		7---to buy	1228	cvcv
6500	Nukuria_1212	Nukeria	to buy	nuku1259	taauvi	1869	1212	91	nur	Davletshin-1212-2015	(s.)	9	False	abvd-abvd-1212-127	taauvi	t aː u v i	291031		9---to buy	1402	cvvcv
6797	Samoan_118	Samoan	to buy	samo1305	fa'atau mai	1869	118	91	smo	Blust-118-2005		9	False	abvd-abvd-118-117	fa'atau mai	f a ʔ a + t a u _ m a i	153136		9---to buy	1402	cvcvcvv_cvv
6798	Samoan_118	Samoan	to buy	samo1305	tautotoŋi	1869	118	91	smo	Blust-118-2005		9,10	False	abvd-abvd-118-116	tautotoŋi	t a u _ t o + t o ŋ i	32248		9---to buy	1402	cvvcvcvcv
7055	RennellBellona_206	Rennellese	to buy	renn1242	tauì	1869	206	91	mnv	POLLEX	Sell, buy, barter, pay, trade (Ebt)	9	False	abvd-abvd-206-120	tauì	t a u ʔ i	32336		9---to buy	1402	cvvcv
7319	Tuvalu_753	Nanumea	to buy	tuva1244	fakatau mai	1869	753	91	tvl	29903		9	False	abvd-abvd-753-121	fakatau mai	f a k a t a u _ m a i	192297		9---to buy	1402	cvcvcvv_cvv
7320	Tuvalu_753	Nanumea	to buy	tuva1244	tata	1869	753	91	tvl	29903		43	False	abvd-abvd-753-120	tata	t a + t a	192296		43---to buy	865	cvcv
7556	Anuta_253	Anuta	to buy	anut1237	taui	1869	253	91	aud	POLLEX	Exchange, purchase, price, pay (Fbg)	9	False	abvd-abvd-253-106	taui	t a u i	32383		9---to buy	1402	cvvv
201	VaeakauTaumako_375	Vaeakau-Taumako	to chew	pile1238	kamu	321	375	38	piv	Hovdhaugen-375-2009	chew betel	7?	False	abvd-abvd-375-49	kamu	k a m u	89797		7?---to chew	1309	cvcv
202	VaeakauTaumako_375	Vaeakau-Taumako	to chew	pile1238	maia	321	375	38	piv	Hovdhaugen-375-2009	general term	1	False	abvd-abvd-375-48	maia	m a i a	89796		1---to chew	79	cvvv
458	Wallisian_258	Uvea, East	to chew	wall1257	mama	321	258	38	wls	POLLEX	Pollex 06: Mama. :Chew.	1	False	abvd-abvd-258-58	mama	m a + m a	90431		1---to chew	79	cvcv
459	Wallisian_258	Uvea, East	to chew	wall1257	lamu	321	258	38	wls	POLLEX	Pollex 06: Lamu. :Chew.	7	False	abvd-abvd-258-57	lamu	l a m u	90430		7---to chew	1229	cvcv
678	Polynesian_658	Proto-Polynesian	to chew	poly1242	*mama	321	658	38		PawleyOC		1	False	abvd-abvd-658-41	*mama	m a + m a	169722		1---to chew	79	cvcv
906	Maori_85	Maori	to chew	maor1246	katikati	321	85	38	mri	Biggs-85-2005			False	abvd-abvd-85-40	katikati	k a t i + k a t i	13294		906---to chew	1425	cvcvcvcv
1115	Kapingamarangi_217	Kapingamarangi	to chew	kapi1249	ngungu	321	217	38	kpg	POLLEX	Chew, masticate solids which make noise (Lbr)	9	False	abvd-abvd-217-56	ngungu	ŋ u + ŋ u	89376		9---to chew	1403	cvcv
1116	Kapingamarangi_217	Kapingamarangi	to chew	kapi1249	ngau	321	217	38	kpg	POLLEX	Chew (Ebt),(Lbr)	8	False	abvd-abvd-217-55	ngau	ŋ a u	89375		8---to chew	1328	cvv
1356	Tahitian_173	Tahitian (Modern)	to chew	tahi1242	'au'au	321	173	38	tah	Clark-173-2005		8	False	abvd-abvd-173-44	'au'au	ʔ a u + ʔ a u	13382		8---to chew	1328	cvvcvv
1800	Rapanui_264	Rapanui (Easter Island)	to chew	rapa1244	mama	321	264	38	rap	POLLEX	Pollex 06: Mama. :Chew.	1	False	abvd-abvd-264-62	mama	m a + m a	88887		1---to chew	79	cvcv
2065	Mangareva_239	Mangareva	to chew	mang1401	'amama	321	239	38	mrv	POLLEX		1	False	abvd-abvd-239-63	'amama	ʔ a m a + m a	321462		1---to chew	79	cvcvcv
2289	Luangiua_238	Luangiua	to chew	onto1237	ŋamuŋamu	321	238	38	ojv	POLLEX	Chew	7?	False	abvd-abvd-238-42	ŋamuŋamu	ŋ a m u + ŋ a m u	13447		7?---to chew	1309	cvcvcvcv
2511	TongaTongaIslands_136	Tongan	to chew	tong1325	mama	321	136	38	ton	117207		1	False	abvd-abvd-136-41	mama	m a + m a	89372		1---to chew	79	cvcv
2512	TongaTongaIslands_136	Tongan	to chew	tong1325	lamu	321	136	38	ton	117207		7	False	abvd-abvd-136-40	lamu	l a m u	89371		7---to chew	1229	cvcv
2760	RakahangaManihiki_589	Manihiki	to chew	raka1237	ngaungau	321	589	38	rkh	Clark-589-2008		8	False	abvd-abvd-589-73	ngaungau	ŋ a u + ŋ a u	153254		8---to chew	1328	cvvcvv
3029	Tikopia_155	Tikopia	to chew	tiko1237	ngau	321	155	38	tkp	POLLEX	Bite, chew; take in teeth (Fth)	8	False	abvd-abvd-155-47	ngau	ŋ a u	13364		8---to chew	1328	cvv
3251	Sikaiana_243	Sikaiana	to chew	sika1261	maamaa	321	243	38	sky	POLLEX	Pollex 06: Maamaa. :Chew.	1	False	abvd-abvd-243-46	maamaa	m aː + m aː	90599		1---to chew	79	cvcv
3831	EastFutuna_210	Futuna, East	to chew	east2447	gau	321	210	38	fud	POLLEX	Chew (as sugar-cane)	8	False	abvd-abvd-210-59	gau	g a u	13419		8---to chew	1328	cvv
4141	Pukapuka_152	Pukapuka	to chew	puka1242	ngaungau	321	152	38	pkp	Salisbury-152-2005		8	False	abvd-abvd-152-75	ngaungau	ŋ a u + ŋ a u	13361		8---to chew	1328	cvvcvv
4551	Austral_1213	Ra'ivavae	to chew	aust1304	ʔaʔa maGu	321	1213	38	aut	Tamaititahio-1213-2015		7	False	abvd-abvd-1213-37	ʔaʔa maGu	ʔ a ʔ a _ m a ɢ u	291188		7---to chew	1229	cvcv_cvcv
4799	Tuamotuan_246	Tuamotu	to chew	tuam1242	ŋau	321	246	38	pmt	POLLEX	Gnaw	8	False	abvd-abvd-246-53	ŋau	ŋ a u	13455		8---to chew	1328	cvv
5049	Niuean_247	Niue	to chew	niue1239	gau	321	247	38	niu	POLLEX	Chew, as sugar cane	8	False	abvd-abvd-247-52	gau	g a u	13456		8---to chew	1328	cvv
5310	Austral_128	Rurutuan	to chew	aust1304	ʔauʔau	321	128	38	aut	Meyer-128-2005		8	False	abvd-abvd-128-50	ʔauʔau	ʔ a u + ʔ a u	13337		8---to chew	1328	cvvcvv
5563	FutunaAniwa_156	Futuna-Aniwa	to chew	futu1245	mama	321	156	38	fut	POLLEX	Pollex 06: Mama. :Chew.	1	False	abvd-abvd-156-58	mama	m a + m a	90940		1---to chew	79	cvcv
5564	FutunaAniwa_156	Futuna-Aniwa	to chew	futu1245	maia	321	156	38	fut	POLLEX		1?	False	abvd-abvd-156-57	maia	m a i a	13365		1?---to chew	507	cvvv
5800	Hawaiian_52	Hawaiian	to chew	hawa1245	mama	321	52	38	haw	71458		1	False	abvd-abvd-52-43	mama	m a + m a	13261		1---to chew	79	cvcv
6099	Rarotongan_58	Rarotongan	to chew	raro1241	-ìa	321	58	38	rar	POLLEX	Chew	8	False	abvd-abvd-58-56	-ìa	ʔ i a	73307	ngau-a	8---to chew	1328	cvv
6317	Penrhyn_235	Penrhyn	to chew	penr1237	ngau	321	235	38	pnh	POLLEX	Eat, chew, masticate (Sta).	8	False	abvd-abvd-235-39	ngau	ŋ a u	90555		8---to chew	1328	cvv
6574	Nukuria_1212	Nukeria	to chew	nuku1259	maamaa	321	1212	38	nur	Davletshin-1212-2015	(s.) 'masticate, chew for infants'	1	False	abvd-abvd-1212-48	maamaa	m aː + m aː	290928		1---to chew	79	cvcv
6575	Nukuria_1212	Nukeria	to chew	nuku1259	nau	321	1212	38	nur	Davletshin-1212-2015	(s.)'	8	False	abvd-abvd-1212-47	nau	n a u	290927		8---to chew	1328	cvv
6864	Samoan_118	Samoan	to chew	samo1305	lamu	321	118	38	smo	Blust-118-2005		7	False	abvd-abvd-118-47	lamu	l a m u	89368		7---to chew	1229	cvcv
6865	Samoan_118	Samoan	to chew	samo1305	mama	321	118	38	smo	Blust-118-2005		1	False	abvd-abvd-118-46	mama	m a + m a	89367		1---to chew	79	cvcv
7129	RennellBellona_206	Rennellese	to chew	renn1242	ngau	321	206	38	mnv	POLLEX	Chew, as pandanus, sugar-cane, betel nut; bite (Ebt)	8	False	abvd-abvd-206-45	ngau	ŋ a u	13415		8---to chew	1328	cvv
7373	Tuvalu_753	Nanumea	to chew	tuva1244	gugu	321	753	38	tvl	29903		9	False	abvd-abvd-753-59	gugu	g u + g u	192262		9---to chew	1403	cvcv
7374	Tuvalu_753	Nanumea	to chew	tuva1244	gau	321	753	38	tvl	29903		8	False	abvd-abvd-753-58	gau	g a u	192261		8---to chew	1328	cvv
7375	Tuvalu_753	Nanumea	to chew	tuva1244	mama	321	753	38	tvl	29903		1	False	abvd-abvd-753-57	mama	m a + m a	192260		1---to chew	79	cvcv
7376	Tuvalu_753	Nanumea	to chew	tuva1244	lamu	321	753	38	tvl	29903		7	False	abvd-abvd-753-56	lamu	l a m u	192259		7---to chew	1229	cvcv
7613	Anuta_253	Anuta	to chew	anut1237	kamu	321	253	38	aud	POLLEX	Pollex 06 Kamu. :Chew (Fbg).	7?	False	abvd-abvd-253-44	kamu	k a m u	88303		7?---to chew	1309	cvcv
146	VaeakauTaumako_375	Vaeakau-Taumako	to choose	pile1238	hilihilia	1750	375	85	piv	Hovdhaugen-375-2009		1	False	abvd-abvd-375-109	hilihilia	h i l i + h i l i + a	89488		1---to choose	80	cvcvcvcvv
401	Wallisian_258	Uvea, East	to choose	wall1257	fili	1750	258	85	wls	POLLEX	Select, choose	1	False	abvd-abvd-258-123	fili	f i l i	30246		1---to choose	80	cvcv
625	Polynesian_658	Proto-Polynesian	to choose	poly1242	*fili	1750	658	85		PawleyOC		1	False	abvd-abvd-658-99	*fili	f i l i	169765		1---to choose	80	cvcv
859	Maori_85	Maori	to choose	maor1246	whiri	1750	85	85	mri	Biggs-85-2005		1	False	abvd-abvd-85-87	firi	f i r i	30073		1---to choose	80	cvcv
1064	Kapingamarangi_217	Kapingamarangi	to choose	kapi1249	hili	1750	217	85	kpg	POLLEX	Choose, select (Lbr)	1	False	abvd-abvd-217-121	hili	h i l i	30205		1---to choose	80	cvcv
1303	Tahitian_173	Tahitian (Modern)	to choose	tahi1242	ma'iti	1750	173	85	tah	Clark-173-2005		6	False	abvd-abvd-173-97	ma'iti	m a ʔ i t i	30161		6---to choose	1100	cvcvcv
1744	Rapanui_264	Rapanui (Easter Island)	to choose	rapa1244	vae	1750	264	85	rap	POLLEX		10	False	abvd-abvd-264-132	vae	v a e	130646		10---to choose	141	cvv
2236	Luangiua_238	Luangiua	to choose	onto1237	hili	1750	238	85	ojv	POLLEX	Choose	1	False	abvd-abvd-238-96	hili	h i l i	30226		1---to choose	80	cvcv
2461	TongaTongaIslands_136	Tongan	to choose	tong1325	fili	1750	136	85	ton	117207		1	False	abvd-abvd-136-91	fili	f i l i	30124		1---to choose	80	cvcv
2964	Tikopia_155	Tikopia	to choose	tiko1237	firi	1750	155	85	tkp	POLLEX	Select (Fth)	1	False	abvd-abvd-155-115	firi	f i r i	30143		1---to choose	80	cvcv
3202	Sikaiana_243	Sikaiana	to choose	sika1261	hili	1750	243	85	sky	POLLEX	Select, choose	1	False	abvd-abvd-243-99	hili	h i l i	30231		1---to choose	80	cvcv
3469	NorthMarquesan_38	Marquesan	to choose	nort2845	vae	1750	38	85	mrq	POLLEX		10	False	abvd-abvd-38-146	vae	v a e	30026		10---to choose	141	cvv
3759	EastFutuna_210	Futuna, East	to choose	east2447	fili	1750	210	85	fud	POLLEX	Select, choose	1	False	abvd-abvd-210-138	fili	f i l i	30198		1---to choose	80	cvcv
4075	Pukapuka_152	Pukapuka	to choose	puka1242	kimi	1750	152	85	pkp	Salisbury-152-2005			False	abvd-abvd-152-156	kimi	k i m i	76183		4075---to choose	826	cvcv
4076	Pukapuka_152	Pukapuka	to choose	puka1242	wili	1750	152	85	pkp	Salisbury-152-2005		1	False	abvd-abvd-152-155	wili	w i l i	76182		1---to choose	80	cvcv
4506	Austral_1213	Ra'ivavae	to choose	aust1304	peGeGau	1750	1213	85	aut	Tamaititahio-1213-2015			False	abvd-abvd-1213-82	peGeGau	p e ɢ e ɢ a u	291232		4506---to choose	897	cvcvcvv
4734	Tuamotuan_246	Tuamotu	to choose	tuam1242	koikoi	1750	246	85	pmt	POLLEX			False	abvd-abvd-246-126	koikoi	k o i + k o i	135648		4734---to choose	921	cvvcvv
4992	Niuean_247	Niue	to choose	niue1239	fifili	1750	247	85	niu	POLLEX	Choose, select (MCE)	1	False	abvd-abvd-247-122	fifili	f i + f i l i	30235		1---to choose	80	cvcvcv
5248	Austral_128	Rurutuan	to choose	aust1304	maʔiti	1750	128	85	aut	Meyer-128-2005		6	False	abvd-abvd-128-115	maʔiti	m a ʔ i t i	30116		6---to choose	1100	cvcvcv
5503	FutunaAniwa_156	Futuna-Aniwa	to choose	futu1245	tusia	1750	156	85	fut	POLLEX			False	abvd-abvd-156-132	tusia	t u s i a	30144		5503---to choose	1020	cvcvv
5749	Hawaiian_52	Hawaiian	to choose	hawa1245	wae	1750	52	85	haw	71458		10	False	abvd-abvd-52-94	wae	w a e	76169		10---to choose	141	cvv
5750	Hawaiian_52	Hawaiian	to choose	hawa1245	koho	1750	52	85	haw	71458			False	abvd-abvd-52-93	koho	k o h o	76168		5750---to choose	1054	cvcv
6020	Rarotongan_58	Rarotongan	to choose	raro1241	ìri	1750	58	85	rar	POLLEX	Select, choose	1	False	abvd-abvd-58-148	ìri	ʔ i r i	30046		1---to choose	80	cvcv
6268	Penrhyn_235	Penrhyn	to choose	penr1237	hiri	1750	235	85	pnh	POLLEX	Select, choose	1	False	abvd-abvd-235-89	hiri	h i r i	30223		1---to choose	80	cvcv
6508	Nukuria_1212	Nukeria	to choose	nuku1259	hiko	1750	1212	85	nur	Davletshin-1212-2015	(s.) (?)		False	abvd-abvd-1212-118	hiko	h i k o	290975		6508---to choose	1160	cvcv
6806	Samoan_118	Samoan	to choose	samo1305	filifili	1750	118	85	smo	Blust-118-2005		1	False	abvd-abvd-118-108	filifili	f i l i + f i l i	30106		1---to choose	80	cvcvcvcv
7065	RennellBellona_206	Rennellese	to choose	renn1242	higi	1750	206	85	mnv	POLLEX	Choose, select, vote (Ebt)	1	False	abvd-abvd-206-110	higi	h i g i	30194		1---to choose	80	cvcv
7331	Tuvalu_753	Nanumea	to choose	tuva1244	fili	1750	753	85	tvl	29903		1	False	abvd-abvd-753-108	fili	f i l i	192110		1---to choose	80	cvcv
50	VaeakauTaumako_375	Vaeakau-Taumako	to climb	pile1238	kake	1102	375	172	piv	Hovdhaugen-375-2009		32	False	abvd-abvd-375-208	kake	k a k e	89569		32---to climb	707	cvcv
288	Wallisian_258	Uvea, East	to climb	wall1257	kake	1102	258	172	wls	POLLEX	Climb	32	False	abvd-abvd-258-245	kake	k a k e	61305		32---to climb	707	cvcv
538	Polynesian_658	Proto-Polynesian	to climb	poly1242	*kake	1102	658	172		PawleyOC	PPn shows lexical replacement	32	False	abvd-abvd-658-194	*kake	k a k e	169849		32---to climb	707	cvcv
765	Maori_85	Maori	to climb	maor1246	piki	1102	85	172	mri	Biggs-85-2005		6	False	abvd-abvd-85-181	piki	p i k i	61132		6---to climb	1101	cvcv
