ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
2040	Pukapuka_152	to split	puka1242	1437	vavayi	vavayi	v a v a j i	vayi	Salisbury-152-2005	752	False	4
2305	Tikopia_155	to split	tiko1237	1437	faa/i	faa	f aː	faa/i	POLLEX	917	False	5
2557	FutunaAniwa_156	to split	futu1245	1437	tapasi/a	tapasi	t a p a s i	tapasi/a // fasia	POLLEX	752	False	4
2804	Tahitian_173	to split	tahi1242	1437	vaahi	vaahi	v aː h i		Clark-173-2005	752	False	4
3056	RennellBellona_206	to split	renn1242	1437	hahaʔa	hahaʔa	h a h a ʔ a		POLLEX	1030	False	5?
3337	EastFutuna_210	to split	east2447	1437	fakapaisi	fakapaisi	f a k a p a i s i		POLLEX	752	False	4
3581	Kapingamarangi_217	to split	kapi1249	1437	mahaa	mahaa	m a h aː		POLLEX	917	False	5,72
3798	Penrhyn_235	to split	penr1237	1437	ŋa/haa	haa	h aː	ŋa/haa	POLLEX	917	False	5,72
4011	Luangiua_238	to split	onto1237	1437	vahi	vahi	v a h i		POLLEX	752	False	4
4262	Mangareva_239	to split	mang1401	1437	a'ae	a'ae	a ʔ a e		POLLEX	799	False	
4499	Sikaiana_243	to split	sika1261	1437	vae	vae	v a e		POLLEX	752	False	4
4500	Sikaiana_243	to split	sika1261	1437	hā	hā	h aː		POLLEX	917	False	5
4736	Tuamotuan_246	to split	tuam1242	1437	tapahi	tapahi	t a p a h i		POLLEX	752	False	4
4737	Tuamotuan_246	to split	tuam1242	1437	maataataa	maataataa	m aː t aː t aː		POLLEX	873	False	
4992	Niuean_247	to split	niue1239	1437	matofi/ua	matofi	m a t o f i	matofi/ua	POLLEX	1201	False	7
5229	Anuta_253	to split	anut1237	1437	pai	pai	p a i	papai	POLLEX	752	False	4
5474	Wallisian_258	to split	wall1257	1437	ta'aga	ta'aga	t a ʔ a g a		POLLEX	1238	False	72
5740	Rapanui_264	to split	rapa1244	1437	ihi	ihi	i h i		POLLEX	1201	False	7
5741	Rapanui_264	to split	rapa1244	1437	gaha	gaha	g a h a	ŋahaa	POLLEX	917	False	5,72
5990	VaeakauTaumako_375	to split	pile1238	1437	mahaa	mahaa	m a h aː	hangaa	Hovdhaugen-375-2009	917	False	5,72
6222	RakahangaManihiki_589	to split	raka1237	1437	hakamangamanga	hakamangamanga	h a k a m a ŋ a m a ŋ a	hakakee // tete	Clark-589-2008	1093	False	
6223	RakahangaManihiki_589	to split	raka1237	1437	vaahi	vaahi	v aː h i		Clark-589-2008	752	False	4
6472	Polynesian_658	to split	poly1242	1437	*fola	*fola	f o l a	*ma-fola	PawleyOC	96	False	1
6473	Polynesian_658	to split	poly1242	1437	*ma-faa	*ma-faa	m a + f aː		PawleyOC	917	False	5,72
6474	Polynesian_658	to split	poly1242	1437	*faa	*faa	f aː		PawleyOC	917	False	5
6475	Polynesian_658	to split	poly1242	1437	*isi	*isi	i s i		PawleyOC	1201	False	7
6476	Polynesian_658	to split	poly1242	1437	*fasi	*fasi	f a s i		PawleyOC	752	False	4
6721	Tuvalu_753	to split	tuva1244	1437	ihi	ihi	i h i		29903	1201	False	7
6930	Emae_1030	to split	emae1237	1437	tafaia	tafaia	t a f a i a		52375	752	False	4
7122	Mele-Fila_1163	to split	mele1250	1437	tapasia	tapasia	t a p a s i a		52375	752	False	4
7353	Nukuria_1212	to split	nuku1259	1437	ttohi	ttohi	t t o h i		Davletshin-1212-2015	1310	False	7?
7354	Nukuria_1212	to split	nuku1259	1437	hhaa	hhaa	h h aː		Davletshin-1212-2015	917	False	5
7578	Austral_1213	to split	aust1304	1437	pāhaGa	pāhaGa	p aː h a ɢ a		Tamaititahio-1213-2015	1289	False	
172	NorthMarquesan_38	to squeeze	nort2845	1414	'omi	'omi	ʔ o m i		POLLEX	151	False	10
173	NorthMarquesan_38	to squeeze	nort2845	1414	koko	koko	k o k o		POLLEX	1416	False	9
174	NorthMarquesan_38	to squeeze	nort2845	1414	hota	hota	h o t a		POLLEX	1336	False	8
432	Hawaiian_52	to squeeze	hawa1245	1414	'uwī	'uwī	ʔ u w iː		71458	822	False	
701	Rarotongan_58	to squeeze	raro1241	1414	tatau	tatau	t a t a u		POLLEX	305	False	13
702	Rarotongan_58	to squeeze	raro1241	1414	romi	romi	r o m i		POLLEX	151	False	10
974	Maori_85	to squeeze	maor1246	1414	kotee	kotee	k o t eː		Biggs-85-2005	1445	False	
1250	Samoan_118	to squeeze	samo1305	1414	ʔoʔomi	ʔoʔomi	ʔ o ʔ o m i		Blust-118-2005	345	False	14
1506	Austral_128	to squeeze	aust1304	1414	ʔuʔumu	ʔuʔumu	ʔ u ʔ u m u		Meyer-128-2005	918	False	5
1507	Austral_128	to squeeze	aust1304	1414	neʔineʔi	neʔineʔi	n e ʔ i n e ʔ i		Meyer-128-2005	202	False	11
1747	TongaTongaIslands_136	to squeeze	tong1325	1414	tatau	tatau	t a t a u		117207	305	False	13
2027	Pukapuka_152	to squeeze	puka1242	1414	kuku	kuku	k u k u	kume	Salisbury-152-2005	345	False	14
2296	Tikopia_155	to squeeze	tiko1237	1414	ku/kumi/	kumi	k u m i	ku/kumi/	POLLEX	345	False	14
2549	FutunaAniwa_156	to squeeze	futu1245	1414	kumkumia	kumkumia	k u m k u m i a		POLLEX	345	False	14
2796	Tahitian_173	to squeeze	tahi1242	1414	'u'umu	'u'umu	ʔ u ʔ u m u		Clark-173-2005	918	False	5
3045	RennellBellona_206	to squeeze	renn1242	1414	kukumi	kukumi	k u k u m i		POLLEX	345	False	14
3046	RennellBellona_206	to squeeze	renn1242	1414	gomi	gomi	g o m i		POLLEX	151	False	10
3326	EastFutuna_210	to squeeze	east2447	1414	kukumi	kukumi	k u k u m i		POLLEX	345	False	14
3575	Kapingamarangi_217	to squeeze	kapi1249	1414	hakapui	hakapui	h a k a p u i		POLLEX	1380	False	8?
3790	Penrhyn_235	to squeeze	penr1237	1414	ro/romi	romi	r o m i	ro/romi	POLLEX	151	False	10
4003	Luangiua_238	to squeeze	onto1237	1414	lomi	lomi	l o m i		POLLEX	151	False	10
4254	Mangareva_239	to squeeze	mang1401	1414	kukumu	kukumu	k u k u m u		POLLEX	918	False	5
4490	Sikaiana_243	to squeeze	sika1261	1414	k/kumi/	kumi	k u m i	k/kumi/	POLLEX	345	False	14
4727	Tuamotuan_246	to squeeze	tuam1242	1414	ŋiŋiti	ŋiŋiti	ŋ i ŋ i t i		POLLEX	227	False	11?
4983	Niuean_247	to squeeze	niue1239	1414	tatau	tatau	t a t a u		POLLEX	305	False	13
4984	Niuean_247	to squeeze	niue1239	1414	lomi	lomi	l o m i		POLLEX	151	False	10
5221	Anuta_253	to squeeze	anut1237	1414	kukumi	kukumi	k u k u m i		POLLEX	345	False	14
5222	Anuta_253	to squeeze	anut1237	1414	tatau	tatau	t a t a u		POLLEX	305	False	13
5466	Wallisian_258	to squeeze	wall1257	1414	fota	fota	f o t a		POLLEX	1336	False	8
5731	Rapanui_264	to squeeze	rapa1244	1414	gatu	gatu	g a t u		POLLEX	979	False	
5979	VaeakauTaumako_375	to squeeze	pile1238	1414	vakaia	vakaia	v a k a i a		Hovdhaugen-375-2009	1022	False	
5980	VaeakauTaumako_375	to squeeze	pile1238	1414	tauia	tauia	t a u i a		Hovdhaugen-375-2009	305	False	13
6214	RakahangaManihiki_589	to squeeze	raka1237	1414	tatau	tatau	t a t a u		Clark-589-2008	305	False	13
6215	RakahangaManihiki_589	to squeeze	raka1237	1414	roromi	roromi	r o r o m i		Clark-589-2008	151	False	10
6216	RakahangaManihiki_589	to squeeze	raka1237	1414	hakaoo	hakaoo	h a k a oː		Clark-589-2008	1380	False	8?
6461	Polynesian_658	to squeeze	poly1242	1414	*fofoo	*fofoo	f o f oː	*foo	PawleyOC	1380	False	8?
6462	Polynesian_658	to squeeze	poly1242	1414	*kumi	*kumi	k u m i		PawleyOC	345	False	14
6712	Tuvalu_753	to squeeze	tuva1244	1414	tau	tau	t a u		29903	305	False	13
6713	Tuvalu_753	to squeeze	tuva1244	1414	lomi	lomi	l o m i		29903	151	False	10
6714	Tuvalu_753	to squeeze	tuva1244	1414	kumi	kumi	k u m i		29903	345	False	14
6927	Emae_1030	to squeeze	emae1237	1414	toβia	toβia	t o β i a		52375	359	False	14?
7119	Mele-Fila_1163	to squeeze	mele1250	1414	molia	molia	m o l i a		52375	1226	False	
7343	Nukuria_1212	to squeeze	nuku1259	1414	ttau	ttau	t t a u		Davletshin-1212-2015	305	False	13
7570	Austral_1213	to squeeze	aust1304	1414	GoGomi	GoGomi	ɢ o ɢ o m i		Tamaititahio-1213-2015	151	False	10
203	NorthMarquesan_38	to stab, pierce	nort2845	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
453	Hawaiian_52	to stab, pierce	hawa1245	1434	hou	hou	h o u		71458	854	False	
734	Rarotongan_58	to stab, pierce	raro1241	1434	verovero	verovero	v e r o v e r o	vero	POLLEX	371	False	15
735	Rarotongan_58	to stab, pierce	raro1241	1434	pātiatia	pātiatia	p aː t i a t i a	pātia	POLLEX	1417	False	9
991	Maori_85	to stab, pierce	maor1246	1434	oka	oka	o k a		Biggs-85-2005	1140	False	67
1274	Samoan_118	to stab, pierce	samo1305	1434	tui	tui	t u i		Blust-118-2005	937	False	52?
1528	Austral_128	to stab, pierce	aust1304	1434	paatia	paatia	p aː t i a		Meyer-128-2005	1417	False	9
1764	TongaTongaIslands_136	to stab, pierce	tong1325	1434	tuiʔi	tuiʔi	t u i ʔ i		117207	937	False	52?
1765	TongaTongaIslands_136	to stab, pierce	tong1325	1434	hoka	hoka	h o k a		117207	1140	False	67
2053	Pukapuka_152	to stab, pierce	puka1242	1434	yoka	yoka	j o k a	yuki	Salisbury-152-2005	203	False	11
2054	Pukapuka_152	to stab, pierce	puka1242	1434	kō	kō	k oː		Salisbury-152-2005	521	False	
2320	Tikopia_155	to stab, pierce	tiko1237	1434	suki	suki	s u k i		POLLEX	97	False	1, 8
2572	FutunaAniwa_156	to stab, pierce	futu1245	1434	suki/a	suki	s u k i	suki/a // sukia	POLLEX	97	False	1, 8
2813	Tahitian_173	to stab, pierce	tahi1242	1434	perforer	perforer	p e r f o r e r		Clark-173-2005	604	False	
2814	Tahitian_173	to stab, pierce	tahi1242	1434	paatia	paatia	p aː t i a		Clark-173-2005	1417	False	9
3071	RennellBellona_206	to stab, pierce	renn1242	1434	suki	suki	s u k i		POLLEX	97	False	1, 8
3072	RennellBellona_206	to stab, pierce	renn1242	1434	soka	soka	s o k a		POLLEX	1140	False	67
3355	EastFutuna_210	to stab, pierce	east2447	1434	suki	suki	s u k i		POLLEX	97	False	1, 8
3356	EastFutuna_210	to stab, pierce	east2447	1434	sokaì	sokaì	s o k a ʔ i		POLLEX	1140	False	67
3596	Kapingamarangi_217	to stab, pierce	kapi1249	1434	daalo	daalo	d aː l o		POLLEX	152	False	10
3597	Kapingamarangi_217	to stab, pierce	kapi1249	1434	hugi	hugi	h u g i		POLLEX	97	False	1, 8
3810	Penrhyn_235	to stab, pierce	penr1237	1434	paatia	paatia	p aː t i a		POLLEX	1417	False	9
4024	Luangiua_238	to stab, pierce	onto1237	1434	kalo	kalo	k a l o		POLLEX	152	False	10
4025	Luangiua_238	to stab, pierce	onto1237	1434	koʔi	koʔi	k o ʔ i		POLLEX	758	False	
4275	Mangareva_239	to stab, pierce	mang1401	1434	ko	ko	k o		POLLEX	802	False	
4276	Mangareva_239	to stab, pierce	mang1401	1434	'uki	'uki	ʔ u k i		POLLEX	97	False	1, 8
4509	Sikaiana_243	to stab, pierce	sika1261	1434	suki	suki	s u k i		POLLEX	97	False	1, 8
4510	Sikaiana_243	to stab, pierce	sika1261	1434	sookai	sookai	s oː k a i	sooka/i // sooka/i	POLLEX	1140	False	67
4753	Tuamotuan_246	to stab, pierce	tuam1242	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
4754	Tuamotuan_246	to stab, pierce	tuam1242	1434	hoka	hoka	h o k a		POLLEX	1140	False	67
5009	Niuean_247	to stab, pierce	niue1239	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
5010	Niuean_247	to stab, pierce	niue1239	1434	hoka	hoka	h o k a		POLLEX	1140	False	67
5240	Anuta_253	to stab, pierce	anut1237	1434	tokai	tokai	t o k a i	toka/i // toka/i	POLLEX	1147	False	67?
5491	Wallisian_258	to stab, pierce	wall1257	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
5492	Wallisian_258	to stab, pierce	wall1257	1434	hoka	hoka	h o k a		POLLEX	1140	False	67
5754	Rapanui_264	to stab, pierce	rapa1244	1434	oka	oka	o k a		POLLEX	1140	False	67
5755	Rapanui_264	to stab, pierce	rapa1244	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
6001	VaeakauTaumako_375	to stab, pierce	pile1238	1434	ukia	ukia	u k i a		Hovdhaugen-375-2009	97	False	1, 8
6238	RakahangaManihiki_589	to stab, pierce	raka1237	1434	velo	velo	v e l o	vero	Clark-589-2008	371	False	15
6239	RakahangaManihiki_589	to stab, pierce	raka1237	1434	pupuhi	pupuhi	p u p u h i		Clark-589-2008	1096	False	
6240	RakahangaManihiki_589	to stab, pierce	raka1237	1434	paatiatia	paatiatia	p aː t i a t i a		Clark-589-2008	1417	False	9
6485	Polynesian_658	to stab, pierce	poly1242	1434	*suki	*suki	s u k i		PawleyOC	97	False	1, 8
6729	Tuvalu_753	to stab, pierce	tuva1244	1434	tui	tui	t u i		29903	937	False	52?
6730	Tuvalu_753	to stab, pierce	tuva1244	1434	velo	velo	v e l o		29903	371	False	15
6938	Emae_1030	to stab, pierce	emae1237	1434	laβoa	laβoa	l a β o a		52375	1163	False	
6939	Emae_1030	to stab, pierce	emae1237	1434	sukia	sukia	s u k i a		52375	97	False	1, 8
7130	Mele-Fila_1163	to stab, pierce	mele1250	1434	sukia	sukia	s u k i a		52375	97	False	1, 8
7364	Nukuria_1212	to stab, pierce	nuku1259	1434	vvoro	vvoro	v v o r o		Davletshin-1212-2015	371	False	15
7365	Nukuria_1212	to stab, pierce	nuku1259	1434	unuki	unuki	u n u k i		Davletshin-1212-2015	97	False	1,8?
7585	Austral_1213	to stab, pierce	aust1304	1434	pipiha	pipiha	p i p i h a		Tamaititahio-1213-2015	1290	False	
231	NorthMarquesan_38	to stand	nort2845	1442	tuu	tuu	t uː		POLLEX	501	False	2
472	Hawaiian_52	to stand	hawa1245	1442	ku	ku	k u		71458	501	False	2
767	Rarotongan_58	to stand	raro1241	1442	tuu	tuu	t uː		POLLEX	501	False	2
1010	Maori_85	to stand	maor1246	1442	tuu	tuu	t uː		Biggs-85-2005	501	False	2
1294	Samoan_118	to stand	samo1305	1442	tū	tū	t uː		Blust-118-2005	501	False	2
1552	Austral_128	to stand	aust1304	1442	tuu	tuu	t uː		Meyer-128-2005	501	False	2
1784	TongaTongaIslands_136	to stand	tong1325	1442	tuʔu	tuʔu	t u ʔ u		117207	501	False	2
2077	Pukapuka_152	to stand	puka1242	1442	wetū	wetū	w e t uː	tū	Salisbury-152-2005	501	False	2
2346	Tikopia_155	to stand	tiko1237	1442	tuu	tuu	t uː		POLLEX	501	False	2
2596	FutunaAniwa_156	to stand	futu1245	1442	tu	tu	t u		POLLEX	501	False	2
2836	Tahitian_173	to stand	tahi1242	1442	ti'a	ti'a	t i ʔ a		Clark-173-2005	605	False	
3099	RennellBellona_206	to stand	renn1242	1442	tu'u	tu'u	t u ʔ u		POLLEX	501	False	2
3381	EastFutuna_210	to stand	east2447	1442	tu'u	tu'u	t u ʔ u		POLLEX	501	False	2
3614	Kapingamarangi_217	to stand	kapi1249	1442	duu	duu	d uː	tuu	POLLEX	501	False	2
3829	Penrhyn_235	to stand	penr1237	1442	tuu	tuu	t uː		POLLEX	501	False	2
4046	Luangiua_238	to stand	onto1237	1442	uu	uu	uː		POLLEX	501	False	2
4302	Mangareva_239	to stand	mang1401	1442	'akātū	'akātū	ʔ a k aː t uː	tuu	POLLEX	501	False	2
4530	Sikaiana_243	to stand	sika1261	1442	tuu	tuu	t uː		POLLEX	501	False	2
4779	Tuamotuan_246	to stand	tuam1242	1442	tuu	tuu	t uː		POLLEX	501	False	2
5031	Niuean_247	to stand	niue1239	1442	tuu	tuu	t uː		POLLEX	501	False	2
5261	Anuta_253	to stand	anut1237	1442	tuu	tuu	t uː		POLLEX	501	False	2
5511	Wallisian_258	to stand	wall1257	1442	tu'u	tu'u	t u ʔ u		POLLEX	501	False	2
5777	Rapanui_264	to stand	rapa1244	1442	tu'u	tu'u	t u ʔ u		POLLEX	501	False	2
6023	VaeakauTaumako_375	to stand	pile1238	1442	thuu	thuu	tʰ uː		Hovdhaugen-375-2009	501	False	2
6272	RakahangaManihiki_589	to stand	raka1237	1442	tuu	tuu	t uː		Clark-589-2008	501	False	2
6502	Polynesian_658	to stand	poly1242	1442	*tuqu	*tuqu	t u ʔ u		PawleyOC	501	False	2
6746	Tuvalu_753	to stand	tuva1244	1442	tuu	tuu	t uː		29903	501	False	2
6956	Emae_1030	to stand	emae1237	1442	tuiruŋa	tuiruŋa	t u i r u ŋ a		52375	501	False	2
7147	Mele-Fila_1163	to stand	mele1250	1442	telao	telao	t e l a o		52375	1304	False	79
7396	Nukuria_1212	to stand	nuku1259	1442	tuu	tuu	t uː		Davletshin-1212-2015	501	False	2
7604	Austral_1213	to stand	aust1304	1442	tia	tia	t i a		Tamaititahio-1213-2015	1294	True	
7605	Austral_1213	to stand	aust1304	1442	tū	tū	t uː		Tamaititahio-1213-2015	501	False	2
196	NorthMarquesan_38	to steal	nort2845	713	kamo	kamo	k a m o		POLLEX	1057	False	6
197	NorthMarquesan_38	to steal	nort2845	713	kai hue	kai hue	k a i _ h u e		POLLEX	919	False	5
450	Hawaiian_52	to steal	hawa1245	713	'aihue	'aihue	ʔ a i h u e		71458	919	False	5
729	Rarotongan_58	to steal	raro1241	713	keiaa	keiaa	k e i aː		POLLEX	1202	False	7
989	Maori_85	to steal	maor1246	713	taahae	taahae	t aː h a e		Biggs-85-2005	1031	False	5?
1270	Samoan_118	to steal	samo1305	713	'aisā	'aisā	ʔ a i s aː	'aisola	Blust-118-2005	1311	False	7?
1271	Samoan_118	to steal	samo1305	713	ŋaoi	ŋaoi	ŋ a o i		Blust-118-2005	483	False	1?
1526	Austral_128	to steal	aust1304	713	ʔeiaa	ʔeiaa	ʔ e i aː		Meyer-128-2005	1202	False	7
1762	TongaTongaIslands_136	to steal	tong1325	713	kaihaʔa	kaihaʔa	k a i h a ʔ a		117207	1202	False	7
2050	Pukapuka_152	to steal	puka1242	713	kaiā	kaiā	k a i aː		Salisbury-152-2005	1202	False	7
2315	Tikopia_155	to steal	tiko1237	713	kaia	kaia	k a i a		POLLEX	1202	False	7
2568	FutunaAniwa_156	to steal	futu1245	713	ʃiŋo	ʃiŋo	ʃ i ŋ o		POLLEX	568	False	
2811	Tahitian_173	to steal	tahi1242	713	'eiaa	'eiaa	ʔ e i aː		Clark-173-2005	1202	False	7
3065	RennellBellona_206	to steal	renn1242	713	kaiaà	kaiaà	k a i a ʔ a		POLLEX	1202	False	7
3350	EastFutuna_210	to steal	east2447	713	kaiàa	kaiàa	k a i ʔ a a	kaiaà	POLLEX	1202	False	7
3591	Kapingamarangi_217	to steal	kapi1249	713	gaihaa	gaihaa	g a i h aː		POLLEX	1202	False	7
3806	Penrhyn_235	to steal	penr1237	713	kaiaa	kaiaa	k a i aː		POLLEX	1202	False	7
4019	Luangiua_238	to steal	onto1237	713	ailaiao	ailaiao	a i l a i a o		POLLEX	757	False	
4271	Mangareva_239	to steal	mang1401	713	kamo	kamo	k a m o	kamo	POLLEX	1057	False	6
4507	Sikaiana_243	to steal	sika1261	713	kaiaa	kaiaa	k a i aː		POLLEX	1202	False	7
4748	Tuamotuan_246	to steal	tuam1242	713	keiaa	keiaa	k e i aː		POLLEX	1202	False	7
5003	Niuean_247	to steal	niue1239	713	kaihaa	kaihaa	k a i h aː		POLLEX	1202	False	7
5237	Anuta_253	to steal	anut1237	713	kaia	kaia	k a i a	kaia/kaiaa // kaia/kaiaa	POLLEX	1202	False	7
5752	Rapanui_264	to steal	rapa1244	713	kori	kori	k o r i		POLLEX	984	False	
5999	VaeakauTaumako_375	to steal	pile1238	713	kaia	kaia	k a i a		Hovdhaugen-375-2009	1202	False	7
6233	RakahangaManihiki_589	to steal	raka1237	713	kaiaa	kaiaa	k a i aː		Clark-589-2008	1202	False	7
6482	Polynesian_658	to steal	poly1242	713	*kai(h,s)aqa	*kaiaqa	k a i a ʔ a		PawleyOC	1311	False	7?
6727	Tuvalu_753	to steal	tuva1244	713	kaiaa	kaiaa	k a i aː		29903	1202	False	7
7362	Nukuria_1212	to steal	nuku1259	713	huu	huu	h uː		Davletshin-1212-2015	919	False	5
7583	Austral_1213	to steal	aust1304	713	ʔeiā	ʔeiā	ʔ e i aː		Tamaititahio-1213-2015	1202	False	7
242	NorthMarquesan_38	to suck	nort2845	1421	omo	omo	o m o	'omo	POLLEX	1203	False	7
483	Hawaiian_52	to suck	hawa1245	1421	omo	omo	o m o		71458	1203	False	7
780	Rarotongan_58	to suck	raro1241	1421	miti	miti	m i t i		POLLEX	1337	False	8
781	Rarotongan_58	to suck	raro1241	1421	-ìa	-ìa	ʔ i a		POLLEX	153	False	10
782	Rarotongan_58	to suck	raro1241	1421	ngote-a	ngote-a	ŋ o t e + a		POLLEX	1418	False	9
1020	Maori_85	to suck	maor1246	1421	ngote	ngote	ŋ o t e		Biggs-85-2005	1418	False	9
1306	Samoan_118	to suck	samo1305	1421	susu	susu	s u s u		Blust-118-2005	561	False	25
1566	Austral_128	to suck	aust1304	1421	ʔote	ʔote	ʔ o t e		Meyer-128-2005	1418	False	9
1795	TongaTongaIslands_136	to suck	tong1325	1421	huhu	huhu	h u h u		117207	561	False	25
2090	Pukapuka_152	to suck	puka1242	1421	ngote	ngote	ŋ o t e		Salisbury-152-2005	1418	False	9
2091	Pukapuka_152	to suck	puka1242	1421	miti	miti	m i t i		Salisbury-152-2005	1337	False	8
2357	Tikopia_155	to suck	tiko1237	1421	puku	puku	p u k u		POLLEX	548	False	
2358	Tikopia_155	to suck	tiko1237	1421	miti	miti	m i t i		POLLEX	1337	False	8
2607	FutunaAniwa_156	to suck	futu1245	1421	umi/a	umi	u m i	umi/a // umia	POLLEX	257	False	12
2847	Tahitian_173	to suck	tahi1242	1421	'ote	'ote	ʔ o t e		Clark-173-2005	1418	False	9
3110	RennellBellona_206	to suck	renn1242	1421	umi	umi	u m i		POLLEX	257	False	12
3111	RennellBellona_206	to suck	renn1242	1421	miti	miti	m i t i		POLLEX	1337	False	8
3394	EastFutuna_210	to suck	east2447	1421	momi	momi	m o m i		POLLEX	204	False	11
3396	EastFutuna_210	to suck	east2447	1421	komo	komo	k o m o		POLLEX	1203	False	7
3624	Kapingamarangi_217	to suck	kapi1249	1421	u	u	u		POLLEX	561	False	25
3838	Penrhyn_235	to suck	penr1237	1421	ngote	ngote	ŋ o t e		POLLEX	1418	False	9
4055	Luangiua_238	to suck	onto1237	1421	miki	miki	m i k i		POLLEX	1337	False	8
4313	Mangareva_239	to suck	mang1401	1421	omo	omo	o m o	omo	POLLEX	1203	False	7
4314	Mangareva_239	to suck	mang1401	1421	miti	miti	m i t i		POLLEX	1337	False	8
4538	Sikaiana_243	to suck	sika1261	1421	umiumi	umiumi	u m i u m i		POLLEX	257	False	12
4539	Sikaiana_243	to suck	sika1261	1421	m(iti)miti	mmiti	m m i t i		POLLEX	1337	False	8
4789	Tuamotuan_246	to suck	tuam1242	1421	ŋoŋo	ŋoŋo	ŋ o ŋ o	omo	POLLEX	1203	False	7
4790	Tuamotuan_246	to suck	tuam1242	1421	momi	momi	m o m i		POLLEX	228	False	11?
4791	Tuamotuan_246	to suck	tuam1242	1421	miti	miti	m i t i		POLLEX	1337	False	8
5041	Niuean_247	to suck	niue1239	1421	miti	miti	m i t i		POLLEX	1337	False	8
5270	Anuta_253	to suck	anut1237	1421	miti	miti	m i t i		POLLEX	1337	False	8
5521	Wallisian_258	to suck	wall1257	1421	momi	momi	m o m i		POLLEX	228	False	11?
5522	Wallisian_258	to suck	wall1257	1421	mihi	mihi	m i h i	misi/misi // misi/misi	POLLEX	1337	True	8
5787	Rapanui_264	to suck	rapa1244	1421	omo	omo	o m o	omo/omo // omo/omo	POLLEX	1203	False	7
6032	VaeakauTaumako_375	to suck	pile1238	1421	mihikia	mihikia	m i h i k i a		Hovdhaugen-375-2009	1337	False	8,10
6285	RakahangaManihiki_589	to suck	raka1237	1421	miti(miti)	miti	m i t i		Clark-589-2008	1337	False	8
6286	RakahangaManihiki_589	to suck	raka1237	1421	fakaroroma	fakaroroma	f a k a r o r o m a		Clark-589-2008	1203	False	7
6287	RakahangaManihiki_589	to suck	raka1237	1421	ngote	ngote	ŋ o t e		Clark-589-2008	1418	False	9
6513	Polynesian_658	to suck	poly1242	1421	*susu	*susu	s u s u		PawleyOC	561	False	25
6514	Polynesian_658	to suck	poly1242	1421	*miti	*miti	m i t i		PawleyOC	1337	False	8
6757	Tuvalu_753	to suck	tuva1244	1421	mimiti	mimiti	m i m i t i		29903	1337	False	8
6965	Emae_1030	to suck	emae1237	1421	mumu	mumu	m u m u		52375	204	False	11,12
7155	Mele-Fila_1163	to suck	mele1250	1421	tomia	tomia	t o m i a		52375	1203	False	7,10
7406	Nukuria_1212	to suck	nuku1259	1421	uu	uu	uː		Davletshin-1212-2015	561	False	25
7407	Nukuria_1212	to suck	nuku1259	1421	umiumi	umiumi	u m i u m i		Davletshin-1212-2015	257	False	12
7408	Nukuria_1212	to suck	nuku1259	1421	homohomo	homohomo	h o m o h o m o		Davletshin-1212-2015	1203	False	7
7615	Austral_1213	to suck	aust1304	1421	ʔote	ʔote	ʔ o t e		Tamaititahio-1213-2015	1418	False	9
175	NorthMarquesan_38	to swell	nort2845	1573	huhu'a	huhu'a	h u h u ʔ a		POLLEX	154	False	10
176	NorthMarquesan_38	to swell	nort2845	1573	hete	hete	h e t e		POLLEX	920	False	5
433	Hawaiian_52	to swell	hawa1245	1573	hū	hū	h uː	pehu	71458	154	False	10
703	Rarotongan_58	to swell	raro1241	1573	ōpuepue	ōpuepue	oː p u e p u e		POLLEX	639	False	30
704	Rarotongan_58	to swell	raro1241	1573	ngaru	ngaru	ŋ a r u	ē // 'akangē(ngē)	POLLEX	1213	False	
705	Rarotongan_58	to swell	raro1241	1573	'akapetetue	'akapetetue	ʔ a k a p e t e t u e		POLLEX	1032	False	5?
975	Maori_85	to swell	maor1246	1573	puku	puku	p u k u		Biggs-85-2005	551	False	24
1251	Samoan_118	to swell	samo1305	1573	fefete	fefete	f e f e t e		Blust-118-2005	920	False	5
1252	Samoan_118	to swell	samo1305	1573	fula	fula	f u l a		Blust-118-2005	1204	False	7
1508	Austral_128	to swell	aust1304	1573	ʔoru	ʔoru	ʔ o r u		Meyer-128-2005	1058	False	6
1748	TongaTongaIslands_136	to swell	tong1325	1573	pupula	pupula	p u p u l a		117207	1204	False	7
2028	Pukapuka_152	to swell	puka1242	1573	pupute	pupute	p u p u t e		Salisbury-152-2005	639	False	30
2297	Tikopia_155	to swell	tiko1237	1573	fura	fura	f u r a		POLLEX	1204	False	7
2550	FutunaAniwa_156	to swell	futu1245	1573	fura	fura	f u r a	hfura[fʰura]	POLLEX	1204	False	7
2797	Tahitian_173	to swell	tahi1242	1573	'oru	'oru	ʔ o r u		Clark-173-2005	1058	False	6
3047	RennellBellona_206	to swell	renn1242	1573	huhuga	huhuga	h u h u g a		POLLEX	1204	False	7
3329	EastFutuna_210	to swell	east2447	1573	fu/fula/	fula	f u l a	fu/fula/	POLLEX	1204	False	7
