ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
3796	Penrhyn_235	dull, blunt	penr1237	379	muu	muu	m uː		POLLEX	119	False	10
4009	Luangiua_238	dull, blunt	onto1237	379	puŋu	puŋu	p u ŋ u		POLLEX	736	False	39
4260	Mangareva_239	dull, blunt	mang1401	379	moimoi	moimoi	m o i m o i		POLLEX	798	False	
4497	Sikaiana_243	dull, blunt	sika1261	379	matapū	matapū	m a t a p uː		POLLEX	736	False	39,49
4733	Tuamotuan_246	dull, blunt	tuam1242	379	tii/muu	tii	t iː	tii/muu // tuu/muu // tuu/muu	POLLEX	119	False	10
5227	Anuta_253	dull, blunt	anut1237	379	pengu	pengu	p e ŋ u		POLLEX	235	False	12
5738	Rapanui_264	dull, blunt	rapa1244	379	puni	puni	p u n i		POLLEX	736	False	39
5987	VaeakauTaumako_375	dull, blunt	pile1238	379	fuŋu	fuŋu	f u ŋ u		Hovdhaugen-375-2009	1023	False	
6220	RakahangaManihiki_589	dull, blunt	raka1237	379	tumaumou	tumaumou	t u m a u m o u		Clark-589-2008	119	False	10
6468	Polynesian_658	dull, blunt	poly1242	379	?*putu	?*putu	p u t u	*mata putu	PawleyOC	19	False	1
6469	Polynesian_658	dull, blunt	poly1242	379	*penu	*penu	p e n u	*pengu	PawleyOC	235	False	12
6470	Polynesian_658	dull, blunt	poly1242	379	*paku	*paku	p a k u		PawleyOC	1075	False	61
7351	Nukuria_1212	dull, blunt	nuku1259	379	matapuupuu	matapuupuu	m a t a p uː p uː		Davletshin-1212-2015	736	False	39,49
7576	Austral_1213	dull, blunt	aust1304	379	papa	papa	p a p a		Tamaititahio-1213-2015	1288	False	
280	NorthMarquesan_38	dust	nort2845	2	'epo	'epo	ʔ e p o		POLLEX	1460	False	X
517	Hawaiian_52	dust	hawa1245	2	'e'a	'e'a	ʔ e ʔ a		71458	1460	False	X
518	Hawaiian_52	dust	hawa1245	2	'ehu	'ehu	ʔ e h u		71458	20	False	1
820	Rarotongan_58	dust	raro1241	2	puèu	puèu	p u ʔ e u		POLLEX	20	False	1, 74
1051	Maori_85	dust	maor1246	2	puehu	puehu	p u e h u	pu|ehu	Biggs-85-2005	20	False	1, 74
1345	Samoan_118	dust	samo1305	2	p|efu	pefu	p e f u		Blust-118-2005	20	False	1, 74
1604	Austral_128	dust	aust1304	2	ʔuʔaʔuʔa	ʔuʔaʔuʔa	ʔ u ʔ a ʔ u ʔ a		Meyer-128-2005	1460	True	X
1828	TongaTongaIslands_136	dust	tong1325	2	efu	efu	e f u		117207	20	False	1
2136	Pukapuka_152	dust	puka1242	2	lewu	lewu	l e w u		Salisbury-152-2005	20	False	1, 68
2395	Tikopia_155	dust	tiko1237	2	refu	refu	r e f u		POLLEX	20	False	1, 68
2646	FutunaAniwa_156	dust	futu1245	2	baku	baku	b a k u		POLLEX	575	False	
2880	Tahitian_173	dust	tahi1242	2	repo puehu	repo puehu	r e p o _ p u e h u		Clark-173-2005	20	False	1, 74
2881	Tahitian_173	dust	tahi1242	2	hu'ahuaa	hu'ahuaa	h u ʔ a h u aː		Clark-173-2005	1460	False	X
3146	RennellBellona_206	dust	renn1242	2	ɣebu	ɣebu	ɣ e b u	pebu	POLLEX	20	False	1, 74
3445	EastFutuna_210	dust	east2447	2	efu	efu	e f u		POLLEX	20	False	1
3660	Kapingamarangi_217	dust	kapi1249	2	bopobo	bopobo	b o p o b o		POLLEX	708	False	
3869	Penrhyn_235	dust	penr1237	2	puuehu	puuehu	p uː e h u		POLLEX	20	False	1, 74
4088	Luangiua_238	dust	onto1237	2	puŋaehu	puŋaehu	p u ŋ a e h u		POLLEX	20	False	1, 67
4351	Mangareva_239	dust	mang1401	2	e'u	e'u	e ʔ u	èu	POLLEX	20	False	1
4352	Mangareva_239	dust	mang1401	2	puèu	puèu	p u ʔ e u		POLLEX	20	False	1, 74
4571	Sikaiana_243	dust	sika1261	2	lehu	lehu	l e h u		POLLEX	20	False	1, 68
4833	Tuamotuan_246	dust	tuam1242	2	puuehu	puuehu	p uː e h u		POLLEX	20	False	1, 74
5078	Niuean_247	dust	niue1239	2	puefu	puefu	p u e f u		POLLEX	20	True	1, 74
5079	Niuean_247	dust	niue1239	2	efu	efu	e f u		POLLEX	20	False	1
5304	Anuta_253	dust	anut1237	2	kokopu	kokopu	k o k o p u		POLLEX	940	False	
5567	Wallisian_258	dust	wall1257	2	efu	efu	e f u		POLLEX	20	False	1
5822	Rapanui_264	dust	rapa1244	2	pugaehu	pugaehu	p u g a e h u		POLLEX	20	False	1, 67
5823	Rapanui_264	dust	rapa1244	2	garahu	garahu	g a r a h u		POLLEX	20	False	1,68
5824	Rapanui_264	dust	rapa1244	2	huga	huga	h u g a	huŋa	POLLEX	994	False	
6072	VaeakauTaumako_375	dust	pile1238	2	ehu	ehu	e h u		Hovdhaugen-375-2009	20	False	1
6329	RakahangaManihiki_589	dust	raka1237	2	puehu	puehu	p u e h u		Clark-589-2008	20	False	1, 74
6543	Polynesian_658	dust	poly1242	2	*efu	*efu	e f u		PawleyOC	20	False	1
6799	Tuvalu_753	dust	tuva1244	2	paefu	paefu	p a e f u		29903	20	False	1, 74
6996	Emae_1030	dust	emae1237	2	refu	refu	r e f u		52375	20	False	1, 68
7185	Mele-Fila_1163	dust	mele1250	2	motamota	motamota	m o t a m o t a		52375	1231	False	
7443	Nukuria_1212	dust	nuku1259	2	rehu	rehu	r e h u		Davletshin-1212-2015	20	False	1, 68
241	NorthMarquesan_38	ear	nort2845	1247	pua/ìna/	pua	p u a	pua/ìna/ // pua/ìka/ // pua/ìka/	POLLEX	443	False	19
482	Hawaiian_52	ear	hawa1245	1247	pepeiao	pepeiao	p e p e i a o		71458	882	False	
779	Rarotongan_58	ear	raro1241	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
1019	Maori_85	ear	maor1246	1247	taringa	taringa	t a r i ŋ a		Biggs-85-2005	21	False	1
1305	Samoan_118	ear	samo1305	1247	taliŋa	taliŋa	t a l i ŋ a		Blust-118-2005	21	False	1
1565	Austral_128	ear	aust1304	1247	tariʔa	tariʔa	t a r i ʔ a		Meyer-128-2005	21	False	1
1794	TongaTongaIslands_136	ear	tong1325	1247	teliŋa	teliŋa	t e l i ŋ a		117207	21	False	1
2089	Pukapuka_152	ear	puka1242	1247	talinga	talinga	t a l i ŋ a		Salisbury-152-2005	21	False	1
2356	Tikopia_155	ear	tiko1237	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
2606	FutunaAniwa_156	ear	futu1245	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
2846	Tahitian_173	ear	tahi1242	1247	tari'a	tari'a	t a r i ʔ a		Clark-173-2005	21	False	1
3109	RennellBellona_206	ear	renn1242	1247	taginga	taginga	t a g i ŋ a		POLLEX	21	False	1
3392	EastFutuna_210	ear	east2447	1247	taliga	taliga	t a l i g a		POLLEX	21	False	1
3623	Kapingamarangi_217	ear	kapi1249	1247	dalinga	dalinga	d a l i ŋ a	taringa	POLLEX	21	False	1
3837	Penrhyn_235	ear	penr1237	1247	taringa	taringa	t a r i ŋ a		POLLEX	21	False	1
4054	Luangiua_238	ear	onto1237	1247	kaliŋa	kaliŋa	k a l i ŋ a		POLLEX	21	True	1
4312	Mangareva_239	ear	mang1401	1247	taringa	taringa	t a r i ŋ a	teriga	POLLEX	21	False	1
4537	Sikaiana_243	ear	sika1261	1247	kau/talina/	talina	t a l i n a	kau/talina/	POLLEX	21	False	1,25
4788	Tuamotuan_246	ear	tuam1242	1247	tariŋa	tariŋa	t a r i ŋ a		POLLEX	21	False	1
5040	Niuean_247	ear	niue1239	1247	teliŋa	teliŋa	t e l i ŋ a		POLLEX	21	False	1
5269	Anuta_253	ear	anut1237	1247	tariŋa	tariŋa	t a r i ŋ a		POLLEX	21	False	1
5520	Wallisian_258	ear	wall1257	1247	taliga	taliga	t a l i g a		POLLEX	21	False	1
5786	Rapanui_264	ear	rapa1244	1247	tariga	tariga	t a r i g a	tariŋa	POLLEX	21	False	1
6031	VaeakauTaumako_375	ear	pile1238	1247	talinga	talinga	t a l i ŋ a		Hovdhaugen-375-2009	21	False	1
6284	RakahangaManihiki_589	ear	raka1237	1247	taringa	taringa	t a r i ŋ a		Clark-589-2008	21	False	1
6512	Polynesian_658	ear	poly1242	1247	*taliŋa	*taliŋa	t a l i ŋ a		PawleyOC	21	False	1
6756	Tuvalu_753	ear	tuva1244	1247	taliga	taliga	t a l i g a		29903	21	False	1
6964	Emae_1030	ear	emae1237	1247	tariŋa	tariŋa	t a r i ŋ a		52375	21	False	1
7154	Mele-Fila_1163	ear	mele1250	1247	teriŋa	teriŋa	t e r i ŋ a		52375	21	False	1
7405	Nukuria_1212	ear	nuku1259	1247	kautarina	kautarina	k a u t a r i n a		Davletshin-1212-2015	21	False	1,25
7614	Austral_1213	ear	aust1304	1247	taGiʔa	taGiʔa	t a ɢ i ʔ a		Tamaititahio-1213-2015	21	False	1
127	NorthMarquesan_38	earth/soil	nort2845	1228	'epo	'epo	ʔ e p o		POLLEX	185	False	11
400	Hawaiian_52	earth/soil	hawa1245	1228	lepo	lepo	l e p o		71458	185	False	11
401	Hawaiian_52	earth/soil	hawa1245	1228	honua	honua	h o n u a		71458	756	False	
657	Rarotongan_58	earth/soil	raro1241	1228	repo	repo	r e p o		POLLEX	185	False	11
940	Maori_85	earth/soil	maor1246	1228	kere-	kere-	k e r e		Biggs-85-2005	120	False	10
941	Maori_85	earth/soil	maor1246	1228	repo	repo	r e p o		Biggs-85-2005	185	False	11
942	Maori_85	earth/soil	maor1246	1228	oneone	oneone	o n e o n e		Biggs-85-2005	680	False	35
1207	Samoan_118	earth/soil	samo1305	1228	lalolaŋi	lalolaŋi	l a l o l a ŋ i		Blust-118-2005	262	False	
1468	Austral_128	earth/soil	aust1304	1228	repo	repo	r e p o		Meyer-128-2005	185	False	11
1714	TongaTongaIslands_136	earth/soil	tong1325	1228	kelekele	kelekele	k e l e k e l e		117207	120	False	10
1981	Pukapuka_152	earth/soil	puka1242	1228	palapala	palapala	p a l a p a l a		Salisbury-152-2005	653	False	32
1982	Pukapuka_152	earth/soil	puka1242	1228	kelekele	kelekele	k e l e k e l e		Salisbury-152-2005	120	False	10
2263	Tikopia_155	earth/soil	tiko1237	1228	kere	kere	k e r e		POLLEX	120	False	10
2515	FutunaAniwa_156	earth/soil	futu1245	1228	kere	kere	k e r e		POLLEX	120	False	10
2763	Tahitian_173	earth/soil	tahi1242	1228	repo	repo	r e p o		Clark-173-2005	185	False	11
3009	RennellBellona_206	earth/soil	renn1242	1228	kege	kege	k e g e		POLLEX	120	False	10
3282	EastFutuna_210	earth/soil	east2447	1228	kele/kele	kele	k e l e	kele/kele // kele	POLLEX	120	False	10
3547	Kapingamarangi_217	earth/soil	kapi1249	1228	gele	gele	g e l e	kere/kere // kere/kere	POLLEX	120	False	10
3759	Penrhyn_235	earth/soil	penr1237	1228	repo	repo	r e p o		POLLEX	185	False	11
3973	Luangiua_238	earth/soil	onto1237	1228	'ele	'ele	ʔ e l e		POLLEX	120	False	10
4214	Mangareva_239	earth/soil	mang1401	1228	repo	repo	r e p o	repo	POLLEX	185	False	11
4456	Sikaiana_243	earth/soil	sika1261	1228	kele/kele	kele	k e l e	kele/kele	POLLEX	120	False	10
4690	Tuamotuan_246	earth/soil	tuam1242	1228	repo	repo	r e p o		POLLEX	185	False	11
4946	Niuean_247	earth/soil	niue1239	1228	kele/kele	kele	k e l e	kele/kele	POLLEX	120	False	10
5188	Anuta_253	earth/soil	anut1237	1228	kerekere	kerekere	k e r e k e r e	kere	POLLEX	120	False	10
5426	Wallisian_258	earth/soil	wall1257	1228	kele/kele	kele	k e l e	kele/kele // kele	POLLEX	120	False	10
5694	Rapanui_264	earth/soil	rapa1244	1228	one	one	o n e		POLLEX	680	False	35
5695	Rapanui_264	earth/soil	rapa1244	1228	repo	repo	r e p o		POLLEX	185	False	11
5945	VaeakauTaumako_375	earth/soil	pile1238	1228	pela	pela	p e l a		Hovdhaugen-375-2009	653	False	32
5946	VaeakauTaumako_375	earth/soil	pile1238	1228	tuaone	tuaone	t u a o n e		Hovdhaugen-375-2009	680	False	35
6432	Polynesian_658	earth/soil	poly1242	1228	*kele	*kele	k e l e		PawleyOC	120	False	10
6675	Tuvalu_753	earth/soil	tuva1244	1228	kele	kele	k e l e		29903	120	False	10
6900	Emae_1030	earth/soil	emae1237	1228	kere	kere	k e r e		52375	120	False	10
7092	Mele-Fila_1163	earth/soil	mele1250	1228	kere	kere	k e r e		52375	120	False	10
7303	Nukuria_1212	earth/soil	nuku1259	1228	kerekere	kerekere	k e r e k e r e		Davletshin-1212-2015	120	False	10
7544	Austral_1213	earth/soil	aust1304	1228	Gepo	Gepo	ɢ e p o		Tamaititahio-1213-2015	185	False	11
153	NorthMarquesan_38	egg	nort2845	744	mama'i	mama'i	m a m a ʔ i		POLLEX	1038	False	6
422	Hawaiian_52	egg	hawa1245	744	hua[moa]	hua	h u a		71458	902	False	5
683	Rarotongan_58	egg	raro1241	744	ua	ua	u a		POLLEX	902	False	5
963	Maori_85	egg	maor1246	744	hua manu	hua manu	h u a _ m a n u		Biggs-85-2005	902	False	5
964	Maori_85	egg	maor1246	744	heeki	heeki	h eː k i		Biggs-85-2005	1441	True	
1235	Samoan_118	egg	samo1305	744	fuāmoa	fuāmoa	f u aː m o a		Blust-118-2005	902	False	5
1492	Austral_128	egg	aust1304	744	ʔua	ʔua	ʔ u a		Meyer-128-2005	902	False	5
1736	TongaTongaIslands_136	egg	tong1325	744	foʔi manu	foʔi manu	f o ʔ i _ m a n u		117207	902	False	5
2010	Pukapuka_152	egg	puka1242	744	wuamoa	wuamoa	w u a m o a	wua	Salisbury-152-2005	902	False	5
2285	Tikopia_155	egg	tiko1237	744	fuei	fuei	f u e i		POLLEX	902	False	5
2539	FutunaAniwa_156	egg	futu1245	744	vahvaka	vahvaka	v a h v a k a		POLLEX	1392	False	9
2786	Tahitian_173	egg	tahi1242	744	hooro	hooro	h oː r o	huero	Clark-173-2005	1438	False	94
3034	RennellBellona_206	egg	renn1242	744	hua	hua	h u a		POLLEX	902	False	5
3309	EastFutuna_210	egg	east2447	744	niuniu	niuniu	n i u n i u		POLLEX	662	False	
3310	EastFutuna_210	egg	east2447	744	fua	fua	f u a		POLLEX	902	False	5
3565	Kapingamarangi_217	egg	kapi1249	744	ngoko	ngoko	ŋ o k o		POLLEX	693	False	36
3779	Penrhyn_235	egg	penr1237	744	hua	hua	h u a		POLLEX	902	False	5
3994	Luangiua_238	egg	onto1237	744	hua	hua	h u a		POLLEX	902	False	5
4240	Mangareva_239	egg	mang1401	744	māmari moa	māmari moa	m aː m a r i _ m o a		POLLEX	1038	False	6
4479	Sikaiana_243	egg	sika1261	744	tamamoa	tamamoa	t a m a m o a		POLLEX	846	False	
4712	Tuamotuan_246	egg	tuam1242	744	toouo	toouo	t oː u o		POLLEX	1179	False	7
5210	Anuta_253	egg	anut1237	744	puai	puai	p u a i		POLLEX	902	False	5
5716	Rapanui_264	egg	rapa1244	744	mâmari	mâmari	m ʔ aː m a r i		POLLEX	1038	False	6
5717	Rapanui_264	egg	rapa1244	744	toua	toua	t o u a		POLLEX	1179	False	7
5968	VaeakauTaumako_375	egg	pile1238	744	hatu kio	hatu kio	h a t u _ k i o		Hovdhaugen-375-2009	1020	False	
6696	Tuvalu_753	egg	tuva1244	744	fua	fua	f u a		29903	902	False	5
6919	Emae_1030	egg	emae1237	744	fua-moa	fua-moa	f u a + m o a		52375	902	False	5
7111	Mele-Fila_1163	egg	mele1250	744	atolu	atolu	a t o l u		52375	22	False	1
7330	Nukuria_1212	egg	nuku1259	744	hua	hua	h u a		Davletshin-1212-2015	902	False	5
7561	Austral_1213	egg	aust1304	744	hueGo	hueGo	h u e ɢ o		Tamaititahio-1213-2015	1438	True	94
238	NorthMarquesan_38	eye	nort2845	1248	mata	mata	m a t a		POLLEX	23	False	1
239	NorthMarquesan_38	eye	nort2845	1248	korohi	korohi	k o r o h i	konohi	POLLEX	747	False	4
480	Hawaiian_52	eye	hawa1245	1248	maka	maka	m a k a		71458	23	False	1
776	Rarotongan_58	eye	raro1241	1248	mata	mata	m a t a		POLLEX	23	False	1
777	Rarotongan_58	eye	raro1241	1248	kanoì	kanoì	k a n o ʔ i		POLLEX	747	False	4
1017	Maori_85	eye	maor1246	1248	mata	mata	m a t a		Biggs-85-2005	23	False	1
1303	Samoan_118	eye	samo1305	1248	mata	mata	m a t a		Blust-118-2005	23	False	1
1563	Austral_128	eye	aust1304	1248	mata	mata	m a t a		Meyer-128-2005	23	False	1
1792	TongaTongaIslands_136	eye	tong1325	1248	mata	mata	m a t a		117207	23	False	1
2087	Pukapuka_152	eye	puka1242	1248	mata	mata	m a t a		Salisbury-152-2005	23	False	1
2354	Tikopia_155	eye	tiko1237	1248	mata	mata	m a t a		POLLEX	23	False	1
2604	FutunaAniwa_156	eye	futu1245	1248	mata	mata	m a t a	feimata	POLLEX	23	False	1
2844	Tahitian_173	eye	tahi1242	1248	mata	mata	m a t a		Clark-173-2005	23	False	1
3107	RennellBellona_206	eye	renn1242	1248	mata	mata	m a t a		POLLEX	23	False	1
3390	EastFutuna_210	eye	east2447	1248	mata	mata	m a t a		POLLEX	23	False	1
3621	Kapingamarangi_217	eye	kapi1249	1248	mata	mata	m a t a		POLLEX	23	False	1
3835	Penrhyn_235	eye	penr1237	1248	mata	mata	m a t a		POLLEX	23	False	1
4052	Luangiua_238	eye	onto1237	1248	ale/maka/	maka	m a k a	ale/maka/	POLLEX	903	False	5,1
4310	Mangareva_239	eye	mang1401	1248	mata	mata	m a t a	mata	POLLEX	23	False	1
4535	Sikaiana_243	eye	sika1261	1248	kale/mata/	kale	k a l e	kale/mata/	POLLEX	903	False	5,1
4786	Tuamotuan_246	eye	tuam1242	1248	mata	mata	m a t a		POLLEX	23	False	1
5038	Niuean_247	eye	niue1239	1248	mata	mata	m a t a		POLLEX	23	False	1
5267	Anuta_253	eye	anut1237	1248	mata	mata	m a t a		POLLEX	23	False	1
5518	Wallisian_258	eye	wall1257	1248	mata	mata	m a t a		POLLEX	23	False	1
5784	Rapanui_264	eye	rapa1244	1248	mata	mata	m a t a		POLLEX	23	False	1
6029	VaeakauTaumako_375	eye	pile1238	1248	mata	mata	m a t a		Hovdhaugen-375-2009	23	False	1
6281	RakahangaManihiki_589	eye	raka1237	1248	kanohi	kanohi	k a n o h i		Clark-589-2008	747	False	4
6282	RakahangaManihiki_589	eye	raka1237	1248	mata	mata	m a t a		Clark-589-2008	23	False	1
6510	Polynesian_658	eye	poly1242	1248	*mata	*mata	m a t a		PawleyOC	23	False	1
6754	Tuvalu_753	eye	tuva1244	1248	mata	mata	m a t a		29903	23	False	1
6962	Emae_1030	eye	emae1237	1248	mata	mata	m a t a		52375	23	False	1
7152	Mele-Fila_1163	eye	mele1250	1248	mata	mata	m a t a		52375	23	False	1
7403	Nukuria_1212	eye	nuku1259	1248	kanamata	kanamata	k a n a m a t a	kanomata	Davletshin-1212-2015	23	False	1,18
7612	Austral_1213	eye	aust1304	1248	mata	mata	m a t a		Tamaititahio-1213-2015	23	False	1
36	NorthMarquesan_38	far	nort2845	1406	mema'o	mema'o	m e m a ʔ o	mamao	POLLEX	285	False	13
330	Hawaiian_52	far	hawa1245	1406	mamao	mamao	m a m a o		71458	285	False	13
568	Rarotongan_58	far	raro1241	1406	mamao	mamao	m a m a o		POLLEX	285	False	13
873	Maori_85	far	maor1246	1406	tawhiti	tafiti	t a f i t i		Biggs-85-2005	1365	False	
1102	Samoan_118	far	samo1305	1406	mamao	mamao	m a m a o		Blust-118-2005	285	False	13
1396	Austral_128	far	aust1304	1406	aatea	aatea	aː t e a		Meyer-128-2005	325	False	14
1651	TongaTongaIslands_136	far	tong1325	1406	mamaʔo	mamaʔo	m a m a ʔ o		117207	285	False	13
1893	Pukapuka_152	far	puka1242	1406	mamao	mamao	m a m a o		Salisbury-152-2005	285	False	13
2188	Tikopia_155	far	tiko1237	1406	mao	mao	m a o	mamao	POLLEX	285	False	13
2436	FutunaAniwa_156	far	futu1245	1406	hpai [pʰai]	hpai	pʰ a i		POLLEX	812	False	43
2697	Tahitian_173	far	tahi1242	1406	aatea	aatea	aː t e a		Clark-173-2005	325	False	14
2930	RennellBellona_206	far	renn1242	1406	mama'o	mama'o	m a m a ʔ o		POLLEX	285	False	13
3197	EastFutuna_210	far	east2447	1406	taumama'o	taumama'o	t a u m a m a ʔ o		POLLEX	24	False	1, 13
3198	EastFutuna_210	far	east2447	1406	mama'o	mama'o	m a m a ʔ o		POLLEX	285	False	13
3487	Kapingamarangi_217	far	kapi1249	1406	mokoa	mokoa	m o k o a		POLLEX	314	False	13?
3696	Penrhyn_235	far	penr1237	1406	momoo	momoo	m o m oː		POLLEX	285	False	13
3913	Luangiua_238	far	onto1237	1406	mao	mao	m a o		POLLEX	285	False	13
4133	Mangareva_239	far	mang1401	1406	mama'o	mama'o	m a m a ʔ o	mamao	POLLEX	285	False	13
4397	Sikaiana_243	far	sika1261	1406	mmao	mmao	m m a o		POLLEX	285	False	13
4608	Tuamotuan_246	far	tuam1242	1406	taumamao	taumamao	t a u m a m a o	mamao	POLLEX	285	False	13
4878	Niuean_247	far	niue1239	1406	mamao	mamao	m a m a o		POLLEX	285	False	13
5124	Anuta_253	far	anut1237	1406	mamao	mamao	m a m a o		POLLEX	285	False	13
5347	Wallisian_258	far	wall1257	1406	tau mama'o	tau mama'o	t a u _ m a m a ʔ o		POLLEX	24	False	1, 13
5348	Wallisian_258	far	wall1257	1406	mama'o	mama'o	m a m a ʔ o		POLLEX	285	False	13
5615	Rapanui_264	far	rapa1244	1406	kumi	kumi	k u m i		POLLEX	963	False	
5878	VaeakauTaumako_375	far	pile1238	1406	mao	mao	m a o		Hovdhaugen-375-2009	285	False	13
6112	RakahangaManihiki_589	far	raka1237	1406	momoo	momoo	m o m oː		Clark-589-2008	285	False	13
6113	RakahangaManihiki_589	far	raka1237	1406	hakarere	hakarere	h a k a r e r e		Clark-589-2008	1076	False	
6371	Polynesian_658	far	poly1242	1406	*mamaqo	*mamaqo	m a m a ʔ o		PawleyOC	285	False	13
6593	Tuvalu_753	far	tuva1244	1406	mamao	mamao	m a m a o		29903	285	False	13
6848	Emae_1030	far	emae1237	1406	iᵐbua	iᵐbua	i ᵐb u a		52375	1152	False	
7038	Mele-Fila_1163	far	mele1250	1406	imao	imao	i m a o		52375	285	False	13
7231	Nukuria_1212	far	nuku1259	1406	mmao	mmao	m m a o		Davletshin-1212-2015	285	False	13
145	NorthMarquesan_38	fat/grease	nort2845	323	kerehi	kerehi	k e r e h i	kao	POLLEX	352	True	
146	NorthMarquesan_38	fat/grease	nort2845	323	hinu àma	hinu àma	h i n u _ ʔ a m a		POLLEX	236	False	12
416	Hawaiian_52	fat/grease	hawa1245	323	momona	momona	m o m o n a		71458	25	False	1,65
676	Rarotongan_58	fat/grease	raro1241	323	ìnu	ìnu	ʔ i n u		POLLEX	236	False	12
677	Rarotongan_58	fat/grease	raro1241	323	ngako	ngako	ŋ a k o		POLLEX	326	False	14
957	Maori_85	fat/grease	maor1246	323	ngako	ngako	ŋ a k o		Biggs-85-2005	326	False	14
1224	Samoan_118	fat/grease	samo1305	323	momona	momona	m o m o n a		Blust-118-2005	25	False	1,65
1225	Samoan_118	fat/grease	samo1305	323	suni	suni	s u n i		Blust-118-2005	236	False	12
1226	Samoan_118	fat/grease	samo1305	323	ŋaʔo	ŋaʔo	ŋ a ʔ o		Blust-118-2005	326	False	14
1484	Austral_128	fat/grease	aust1304	323	miʔi	miʔi	m i ʔ i		Meyer-128-2005	286	False	13
1730	TongaTongaIslands_136	fat/grease	tong1325	323	ŋako	ŋako	ŋ a k o		117207	326	False	14
2000	Pukapuka_152	fat/grease	puka1242	323	tōngāua	tōngāua	t oː ŋ aː u a	tutuyi	Salisbury-152-2005	509	False	
2001	Pukapuka_152	fat/grease	puka1242	323	ngako	ngako	ŋ a k o		Salisbury-152-2005	326	False	14
2002	Pukapuka_152	fat/grease	puka1242	323	matū	matū	m a t uː		Salisbury-152-2005	1274	False	75
2278	Tikopia_155	fat/grease	tiko1237	323	sinu	sinu	s i n u		POLLEX	236	False	12
2533	FutunaAniwa_156	fat/grease	futu1245	323	ngako	ngako	ŋ a k o		POLLEX	326	False	14
2780	Tahitian_173	fat/grease	tahi1242	323	mi'i	mi'i	m i ʔ i		Clark-173-2005	286	False	13
3027	RennellBellona_206	fat/grease	renn1242	323	ngako	ngako	ŋ a k o		POLLEX	326	False	14
3303	EastFutuna_210	fat/grease	east2447	323	gako	gako	g a k o		POLLEX	326	False	14
3560	Kapingamarangi_217	fat/grease	kapi1249	323	kiris	kiris	k i r i s		POLLEX	687	True	
3773	Penrhyn_235	fat/grease	penr1237	323	sunu	sunu	s u n u		POLLEX	236	False	12
3988	Luangiua_238	fat/grease	onto1237	323	sunu	sunu	s u n u	suŋu	POLLEX	236	False	12
4232	Mangareva_239	fat/grease	mang1401	323	matatere	matatere	m a t a t e r e		POLLEX	791	False	
4233	Mangareva_239	fat/grease	mang1401	323	hinu	hinu	h i n u		POLLEX	236	False	12
4473	Sikaiana_243	fat/grease	sika1261	323	sinu(sinu)	sinu	s i n u		POLLEX	236	False	12
4706	Tuamotuan_246	fat/grease	tuam1242	323	hinu	hinu	h i n u		POLLEX	236	False	12
4964	Niuean_247	fat/grease	niue1239	323	huni	huni	h u n i		POLLEX	236	False	12
4965	Niuean_247	fat/grease	niue1239	323	gako	gako	g a k o		POLLEX	326	False	14
5203	Anuta_253	fat/grease	anut1237	323	momona	momona	m o m o n a		POLLEX	25	False	1,65
5444	Wallisian_258	fat/grease	wall1257	323	huni	huni	h u n i		POLLEX	236	True	12
5710	Rapanui_264	fat/grease	rapa1244	323	nako	nako	n a k o		POLLEX	326	False	14
5962	VaeakauTaumako_375	fat/grease	pile1238	323	utouto	utouto	u t o u t o		Hovdhaugen-375-2009	838	False	44
6448	Polynesian_658	fat/grease	poly1242	323	*momona	*momona	m o m o n a		PawleyOC	25	False	1,65
6689	Tuvalu_753	fat/grease	tuva1244	323	gako	gako	g a k o	hinu	29903	326	False	14
6912	Emae_1030	fat/grease	emae1237	323	ŋako	ŋako	ŋ a k o		52375	326	False	14
7104	Mele-Fila_1163	fat/grease	mele1250	323	kanainai	kanainai	k a n a i n a i		52375	1224	False	
7323	Nukuria_1212	fat/grease	nuku1259	323	moomona	moomona	m oː m o n a		Davletshin-1212-2015	25	False	1,65
7555	Austral_1213	fat/grease	aust1304	323	poGia	poGia	p o ɢ i a		Tamaititahio-1213-2015	1282	False	
218	NorthMarquesan_38	father	nort2845	1217	motua	motua	m o t u a		POLLEX	26	False	1,9
464	Hawaiian_52	father	hawa1245	1217	makua kāne	makua kāne	m a k u a _ k aː n e		71458	26	False	1,9
754	Rarotongan_58	father	raro1241	1217	pāpā	pāpā	p aː p aː	pā	POLLEX	904	True	5
755	Rarotongan_58	father	raro1241	1217	metua	metua	m e t u a		POLLEX	26	False	1,9
1002	Maori_85	father	maor1246	1217	matua	matua	m a t u a		Biggs-85-2005	26	False	1,9
1286	Samoan_118	father	samo1305	1217	tamā	tamā	t a m aː		Blust-118-2005	26	False	1
1541	Austral_128	father	aust1304	1217	metua taane	metua taane	m e t u a _ t aː n e		Meyer-128-2005	26	False	1,9
1542	Austral_128	father	aust1304	1217	paapaa	paapaa	p aː p aː		Meyer-128-2005	904	True	5
1776	TongaTongaIslands_136	father	tong1325	1217	tama|i	tamai	t a m a i		117207	26	False	1
